fighter_name,classification
Vince Murdock,striker
Tom Murphy,submission specialist
Ian Murphy,grappler
Jon Murphy,striker
Lauren Murphy,striker
Patrick Murphy,submission specialist
Lerone Murphy,striker
Lee Murray,submission specialist
Azamat Murzakanov,striker
Khalid Murtazaliev,grappler
Nicholas Musoke,striker
Andre Mussi,striker
Max Mustaki,striker
Magomed Mustafaev,grappler
Fiona Muxlow,striker
Elvis Mutapcic,striker
Ho Bae Myeon,striker
Na Liang,striker
Katsuhiko Nagata,striker
Yuji Nagata,striker
Logan Nail,striker
Greg Nagy,submission specialist
Yukiya Naito,striker
Muhammad Naimov,striker
Andrews Nakahara,striker
Rin Nakai,grappler
Keita Nakamura,striker
Yusaku Nakamura,striker
Kazuhiro Nakamura,grappler
Daisuke Nakamura,submission specialist
Yoshihiro Nakao,grappler
Tyson Nam,striker
Jutaro Nakao,striker
Yui Chul Nam,striker
Roger Narvaez,striker
Yasuhito Namekawa,submission specialist
Rose Namajunas,striker
Nad Narimani,striker
Allan Nascimento,striker
Fabio Nascimento,striker
Bobby Nash,submission specialist
Rodrigo Nascimento,submission specialist
Reza Nasri,striker
Pawel Nastula,submission specialist
Rafael Natal,striker
Kevin Natividad,striker
Danny Navarro,striker
Ismail Naurdiev,striker
Marcio Navarro,striker
Tafon Nchukwi,striker
Josh Neal,striker
Joe Neal,striker
Dustin Neace,submission specialist
Geoff Neal,striker
Nicolae Negumereanu,striker
Stanislav Nedkov,striker
Steve Nelmark,striker
Josh Neer,submission specialist
Shane Nelson,submission specialist
Kyle Nelson,submission specialist
Gunnar Nelson,grappler
Roy Nelson,striker
Lissette Neri,striker
Julio Cesar Neves Jr.,striker
Mario Neto,grappler
Antonio Braga Neto,grappler
Nick Newell,striker
Journey Newson,striker
Jeff Newton,submission specialist
Emanuel Newton,grappler
Francis Ngannou,striker
Carlos Newton,grappler
Ben Nguyen,submission specialist
Alex Nicholson,striker
Mike Nickels,submission specialist
Steven Nguyen,striker
Matheus Nicolau,submission specialist
Jaimelene Nievera,grappler
Tom Niinimaki,grappler
Khomkrit Niimi,striker
Ramsey Nijem,submission specialist
Hans Nijman,striker
Jack Nilson,striker
Mats Nilsson,submission specialist
Guangyou Ning,striker
Soichi Nishida,striker
Yosuke Nishijima,striker
Akiyo Nishiura,striker
Chidi Njokuani,striker
Kyle Noblitt,striker
Anthony Njokuani,striker
Derrick Noble,striker
Jacob Noe,striker
Pedro Nobre,striker
Antonio Rodrigo Nogueira,submission specialist
Rogerio Nogueira,striker
Alexandre Franca Nogueira,striker
Talita Nogueira,striker
Kyle Noke,striker
KJ Noons,striker
Sage Northcutt,striker
Scott Norton,grappler
Jan Nortje,submission specialist
Jason Novelli,striker
Amanda Nunes,striker
Phillipe Nover,striker
Diego Nunes,striker
Josiane Nunes,striker
Istela Nunes,striker
Khabib Nurmagomedov,grappler
Nick Nolte,striker
Said Nurmagomedov,striker
Abubakar Nurmagomedov,grappler
Jonatas Novaes,striker
Umar Nurmagomedov,submission specialist
Kennedy Nzechukwu,striker
Jake O'Brien,grappler
TJ O'Brien,striker
Sean O'Connell,striker
Dan O'Connor,striker
Sean O'Haire,striker
Jeremiah O'Neal,striker
Sean O'Malley,submission specialist
Chuck O'Neil,striker
Casey O'Neill,submission specialist
Takahiro Oba,striker
Brendan O'Reilly,grappler
Nobuhiro Obiya,striker
Christian Ocon,striker
Richard Odoms,striker
Naoya Ogawa,submission specialist
Volkan Oezdemir,striker
Koji Oishi,striker
Michiyoshi Ohara,striker
Andy Ogle,striker
Takayuki Okada,striker
Yushin Okami,striker
JJ Okanovich,striker
Kazuki Okubo,submission specialist
Masakatsu Okuda,submission specialist
Michal Oleksiejczuk,striker
Aleksei Oleinik,submission specialist
Rafaello Oliveira,submission specialist
Charles Oliveira,submission specialist
Ednaldo Oliveira,striker
Jorge Oliveira,striker
Bruno Oliveira,striker
Wendell Oliveira Marques,striker
Alex Oliveira,striker
Andy Ologun,striker
Felipe Olivieri,striker
Dennis Olson,grappler
Shana Olsen,striker
Casey Olson,submission specialist
Cameron Olson,submission specialist
Daniel Omielanczuk,striker
Michihiro Omigawa,submission specialist
Alan Omer,striker
Chibwikem Onyenegecha,striker
Charlie Ontiveros,striker
Sam Oropeza,striker
Brian Ortega,submission specialist
Tito Ortiz,striker
Jorge Ortiz,striker
Ode Osbourne,submission specialist
Kurt Osiander,striker
Kenji Osawa,striker
Nick Osipczak,submission specialist
Dustin Ortiz,grappler
Nissen Osterneck,submission specialist
Rachael Ostovich,striker
Artur Oumakhanov,grappler
Zak Ottow,striker
Alexander Otsuka,grappler
Pedro Otavio,striker
Takafumi Otsuka,grappler
Sidney Outlaw,submission specialist
Valentijn Overeem,submission specialist
Alistair Overeem,striker
Craig Oxley,striker
Raquel Pa'aluhi,striker
Shungo Oyama,grappler
Alptekin Ozkilic,grappler
Larissa Pacheco,striker
Nick Pace,grappler
George Pacurariu,submission specialist
Teemu Packalen,submission specialist
Michael Page,striker
Cyrillo Padilha,striker
Gary Padilla,striker
Damacio Page,grappler
Josh Paiva,striker
Dustin Pague,submission specialist
Dinis Paiva Jr.,striker
Raulian Paiva,striker
Jose Palacios,submission specialist
Sasha Palatnikov,striker
Ricky Palacios,striker
Fredson Paixao,submission specialist
Soa Palelei,striker
Bart Palaszewski,striker
Rousimar Palhares,submission specialist
Tulio Palhares,striker
Stephen Palling,striker
Joe Pardo,striker
Eduardo Pamplona,striker
Jared Papazian,striker
Alexandre Pantoja,striker
Bryan Pardoe,grappler
Remco Pardoel,striker
Ido Pariente,striker
Won Sik Park,striker
Josh Parisian,striker
Harvey Park,striker
Junyong Park,striker
Karo Parisyan,submission specialist
Norman Parke,striker
Ryan Parker,striker
Larry Parker,striker
Tyra Parker,striker
Jordan Parsons,submission specialist
Willie Parks,striker
Onassis Parungao,striker
Jhonoven Pati,striker
Jorge Patino,striker
Russell Patrick,striker
Claude Patrick,submission specialist
Alan Patrick,grappler
Justin Patterson,striker
Michael Patt,striker
Julio Paulino,striker
Sergei Pavlovich,striker
Pawel Pawlak,striker
Sarah Payant,striker
Estevan Payan,striker
Roland Payne,striker
Jonathan Pearce,striker
Andre Pederneiras,striker
Carlo Pedersoli Jr.,striker
Joe Pearson,submission specialist
Ross Pearson,striker
Matt Pedro,striker
Tyson Pedro,submission specialist
Filip Pejic,striker
Willie Peeters,striker
Yan Pellerin,grappler
Julianna Pena,striker
Kurt Pellegrino,grappler
Luis Pena,submission specialist
Sherman Pendergarst,grappler
Drew Pendleton,striker
Cathal Pendred,striker
BJ Penn,striker
Nick Penner,striker
Jessica Penne,striker
Jerron Peoples,striker
Raquel Pennington,striker
Justin Pennington,striker
Godofredo Pepey,submission specialist
Ray Perales,striker
Michel Pereira,striker
Robert Peralta,striker
Viviane Pereira,striker
Alex Pereira,striker
Daniel Pereira,striker
Rolando Perez,striker
Philip Perez,submission specialist
Erik Perez,striker
Frankie Perez,grappler
Alejandro Perez,striker
Markus Perez,submission specialist
Jose Perez,striker
Alex Perez,submission specialist
Thiago Perpetuo,striker
Anthony Perosh,submission specialist
Hernani Perpetuo,striker
Jay Perrin,grappler
Tony Petarra,striker
Leiticia Pestova,striker
Raphael Pessoa,striker
Viktor Pesta,grappler
Tommy Petersen,striker
Mike Perry,striker
Cory Peterson,striker
Peter Petties,striker
Steven Peterson,striker
Seth Petruzelli,submission specialist
Anthony Pettis,submission specialist
Forrest Petz,striker
Dino Pezao,striker
Cody Pfister,grappler
Sergio Pettis,striker
Wayne Phillips,striker
Dave Phillips,submission specialist
Nam Phan,striker
Aaron Phillips,striker
Constantinos Philippou,striker
John Phillips,striker
Elizabeth Phillips,striker
Kyler Phillips,striker
Vinc Pichel,grappler
Nick Pica,striker
Jamie Pickett,striker
Adam Piccolotti,submission specialist
Nick Piedmont,striker
Oskar Piechota,submission specialist
Mike Pierce,grappler
Brad Pickett,striker
Joao Pierini,striker
Sean Pierson,striker
Domingo Pilarte,submission specialist
Daniel Pineda,submission specialist
Luana Pinheiro,striker
Jesus Pinedo,striker
Gaetano Pirrello,striker
Pingyuan Liu,submission specialist
Maki Pitolo,striker
Dmitry Poberezhets,striker
Jamal Pogues,grappler
Ross Pointon,striker
John Polakowski,striker
Brandon Polcare,striker
Igor Pokrajac,striker
Dustin Poirier,submission specialist
Mike Polchlopek,striker
Santiago Ponzinibbio,striker
Grigory Popov,striker
Felipe Portela,striker
Alexander Poppeck,striker
Parker Porter,submission specialist
Callan Potter,grappler
Devin Powell,striker
Ruan Potts,submission specialist
Marcin Prachnio,striker
Ricardo Prasel,striker
Wagner Prado,striker
Trevor Prangley,submission specialist
Carlo Prater,submission specialist
Michel Prazeres,grappler
Kyle Prepolec,striker
Dorian Price,striker
Philip Preece,striker
Chris Price,submission specialist
Niko Price,striker
Shane Primm,grappler
Brent Primus,submission specialist
Lara Procopio,striker
Jiri Prochazka,striker
Joe Proctor,submission specialist
Cole Province,submission specialist
Daniel Puder,submission specialist
Lucie Pudilova,striker
Bubba Pugh,grappler
Claudio Puelles,submission specialist
Juan Manuel Puig,striker
Hugh Pulley,striker
Josh Pulsifer,striker
Jens Pulver,striker
CM Punk,striker
Joe Pyfer,grappler
Bao Quach,striker
Mike Pyle,submission specialist
Gary Quan,striker
Billy Quarantillo,submission specialist
Nate Quarry,striker
Vinicius Queiroz,grappler
Ryan Quinn,submission specialist
Jimmy Quinlan,grappler
Michel Quinones,striker
Landon Quinones,striker
Jose Quinonez,striker
Benji Radach,striker
Josh Rafferty,submission specialist
Jordan Radev,striker
Gilbert Rael,grappler
Amir Rahnavardi,striker
Ricky Rainey,striker
Shavkat Rakhmonov,submission specialist
Aleksandar Rakic,striker
Jessica Rakoczy,striker
Hector Ramirez,grappler
Thomas Ramirez,striker
Matt Ramirez,striker
Steve Ramirez,striker
Andrew Ramm,striker
Amador Ramirez,striker
Ian Rammel,striker
Luis Ramos,striker
Davi Ramos,striker
Ricardo Ramos,striker
Hussain Rasouli,striker
Vernon Ramos Ho,striker
Raou Raou,striker
Kevin Randleman,grappler
David Rasouri,striker
Ed Ratcliff,striker
Gideon Ray,striker
Bec Rawlings,striker
Stevie Ray,striker
Joe Ray,striker
Iony Razafiarison,grappler
Keenan Raymond,striker
Antony Rea,striker
Abdul Razak Alhassan,striker
Rafael Rebello,grappler
Greg Rebello,striker
Paul Redmond,striker
John Reedy,striker
Dennis Reed,striker
Karl Reed,striker
James Reese,striker
Stephen Regman,grappler
Johnny Rees,striker
Chad Reiner,submission specialist
Ben Reiter,grappler
Goran Reljic,submission specialist
Jason Reinhardt,grappler
Wilson Reis,grappler
Chance Rencountre,grappler
Leigh Remedios,striker
John Renken,striker
Marion Reneau,striker
Herman Renting,striker
Alex Reyes,striker
Dominick Reyes,striker
Marco Polo Reyes,striker
Kyle Reyes,striker
Johnny Rhodes,striker
Gaston Reyno,submission specialist
Victor Reyna,striker
Mike Rhodes,striker
Lucrezia Ria,striker
Vitor Ribeiro,submission specialist
Amanda Ribas,submission specialist
Will Ribeiro,submission specialist
Mike Ricci,striker
Alex Ricci,striker
Matt Ricehouse,striker
John Richard,striker
Mike Richman,striker
Rex Richards,striker
Dave Rickels,striker
Brad Riddell,striker
Jeremiah Riggs,striker
Matthew Riddle,grappler
Jason Riley,striker
Joe Riggs,grappler
Aaron Riley,striker
Moise Rimbon,grappler
Jordan Rinaldi,submission specialist
Nick Ring,striker
Albert Rios,striker
Mike Rio,submission specialist
Shannon Ritch,striker
Rafael Rios,striker
Maria Rios,striker
Diego Rivas,grappler
Jorge Rivera,striker
Dante Rivera,striker
Mario Rivera,striker
Jonathan Rivera,striker
Francisco Rivera,striker
Irwin Rivera,striker
Jimmie Rivera,striker
Jerome Rivera,striker
Nicdali Rivera-Calanoc,striker
Pedro Rizzo,striker
Kali Robbins,striker
Justin Robbins,striker
Karl Roberson,striker
David Roberts,striker
Andre Roberts,striker
Joey Roberts,striker
Tyrone Roberts,striker
Ryan Roberts,striker
Taylor Roberts,striker
Buddy Roberts,striker
Danny Roberts,striker
Daniel Roberts,submission specialist
Roosevelt Roberts,submission specialist
Kenny Robertson,striker
Chad Robichaux,striker
Gillian Robertson,grappler
Mark Robinson,striker
Colin Robinson,submission specialist
Alvin Robinson,submission specialist
Damonte Robinson,striker
Vagner Rocha,submission specialist
Carlos Eduardo Rocha,submission specialist
Keith Rockel,submission specialist
Luke Rockhold,submission specialist
Bruno Rodrigues,striker
Kevin Roddy,striker
Gregory Rodrigues,striker
Paul Rodriguez,striker
Manuel Rodriguez,grappler
Ricco Rodriguez,submission specialist
Yair Rodriguez,striker
Marina Rodriguez,striker
Daniel Rodriguez,striker
Mike Rodriguez,striker
Ray Rodriguez,grappler
Luis Rodriguez,submission specialist
Drako Rodriguez,submission specialist
Victor Rodriguez,striker
Nick Roehrick,striker
Brett Rogers,striker
Max Rohskopf,submission specialist
Brian Rogers,striker
Marcos Rogerio de Lima,striker
Pete Rogers Jr.,striker
Marcelo Rojo,striker
Shane Roller,submission specialist
Tim Roman,grappler
Jared Rollins,submission specialist
Alexandr Romanov,submission specialist
Ricardo Romero,submission specialist
Yoel Romero,striker
Anthony Romero,striker
Mara Romero Borella,striker
Rong Zhu,striker
Jesse Ronson,striker
Joao Roque,striker
George Roop,striker
Aaron Rosa,striker
Charles Rosa,submission specialist
Karol Rosa,striker
Hilarie Rose,striker
Jacob Rosales,submission specialist
Jake Rosholt,submission specialist
Jared Rosholt,striker
Zach Rosol,striker
Nick Rossborough,striker
Kevin Rosier,striker
Kristian Rothaermel,striker
Rick Roufus,striker
Ben Rothwell,striker
Khalil Rountree Jr.,striker
Ronda Rousey,submission specialist
Ray Routh,grappler
Roberta Rovel,striker
Philip Rowe,striker
Kain Royer,submission specialist
Brad Royster,striker
Brandon Royval,submission specialist
Jairzinho Rozenstruik,striker
Marco Ruas,striker
Rodrigo Ruas,striker
Murilo Rua,submission specialist
Rodolfo Rubio Perez,grappler
Mauricio Rua,striker
Gabe Ruediger,grappler
Eddie Ruiz,grappler
Anthony Ruiz,striker
Casey Ryan,striker
Mike Russow,grappler
Bas Rutten,striker
Pete Sabala,striker
Yusup Saadulaev,submission specialist
Danny Sabatello,submission specialist
Patrick Sabatini,striker
Amir Sadollah,striker
Saparbeg Safarov,striker
Frankie Saenz,striker
Jason Saggo,striker
Tarec Saffiedine,striker
Lukasz Sajewski,striker
Ovince Saint Preux,striker
Paul Ruiz,submission specialist
Yukio Sakaguchi,submission specialist
Wataru Sakata,striker
Augusto Sakai,striker
Gokhan Saki,striker
Alessio Sakara,striker
Ryuta Sakurai,submission specialist
Kazushi Sakuraba,submission specialist
Justin Salas,striker
Hayato Sakurai,striker
Luis Saldana,striker
Ivan Salaverry,submission specialist
John Salgado,striker
Roman Salazar,striker
Brandon Saling,striker
Muslim Salikhov,striker
Sean Salmon,grappler
Gabriel Salinas-Jones,striker
Boston Salmon,striker
Johnny Sampaio,submission specialist
John Salter,grappler
Josh Samman,striker
Josh San Diego,striker
Josh Sampo,submission specialist
Eddie Sanchez,striker
Julian Sanchez,striker
Bobby Sanchez,striker
Donald Sanchez,striker
Diego Sanchez,striker
Joby Sanchez,striker
Emmanuel Sanchez,striker
Jesse Sanders,striker
Erick Sanchez,striker
Andrew Sanchez,striker
Robert Sanchez,grappler
Jerrod Sanders,submission specialist
Cory Sandhagen,striker
Luke Sanders,striker
Hugo Sandoval,striker
Joseph Sandoval,striker
Hector Sandoval,submission specialist
Raul Sandoval,striker
Chris Sanford,submission specialist
Jonathan Santa Maria,striker
Roldan Sangcha'an,striker
Yuhi Sano,striker
Duda Santana,grappler
Sean Santella,striker
Will Santiago,striker
Mike Santiago,submission specialist
Shaheen Santana,submission specialist
Jorge Santiago,striker
Richie Santiago,striker
Jose Santibanez,striker
Art Santore,striker
Adriano Santos,striker
Luis Santos,striker
Iliarde Santos,striker
Paulo Santos,striker
Thiago Santos,striker
Evangelista Santos,striker
Leonardo Santos,striker
Bruno Santos,grappler
Andre Santos,striker
Gleristone Santos,striker
Taila Santos,submission specialist
Marilia Santos,submission specialist
Nick Sanzo,striker
Bob Sapp,striker
Diego Saraiva,striker
Daniel Sarafian,striker
Harris Sarmiento,grappler
Alexander Sarnavskiy,striker
Yuki Sasaki,striker
Kyosuke Sasaki,striker
Yuta Sasaki,submission specialist
Paul Sass,submission specialist
Masaaki Satake,striker
Takenori Sato,striker
Takashi Sato,striker
Tom Sauer,striker
Jeimeson Saudino,submission specialist
Townsend Saunders,striker
Ben Saunders,submission specialist
Chris Saunders,grappler
Chad W. Saunders,striker
Lumumba Sayers,submission specialist
Matt Sayles,striker
Brandon Sayles,striker
Mark Scanlon,submission specialist
Eric Schafer,submission specialist
Brendan Schaub,striker
Kerry Schall,striker
Eric Schambari,submission specialist
Matheus Scheffel,striker
Antonio Schembri,grappler
Fabiano Scherner,striker
Joe Schilling,striker
Samy Schiavo,striker
Semmy Schilt,submission specialist
Adam Schindler,striker
Daniel Schmitt,striker
Colleen Schneider,grappler
Matt Schnell,submission specialist
Darrill Schoonover,submission specialist
Alex Schoenauer,submission specialist
Bob Schrijber,striker
Nate Schroeder,striker
Lacey Schuckman,striker
Mark Schultz,striker
Brian Schwartz,submission specialist
Eric Schwartz,striker
Justin Scoggins,striker
Pat Schilling,striker
Brad Scott,striker
Mike Seal,striker
Greg Scott,grappler
Kenneth Seegrist,submission specialist
Rony Sefo,striker
Matt Secor,submission specialist
Neil Seery,submission specialist
Ray Sefo,striker
Brendan Seguin,grappler
Stefan Sekulic,striker
Pete Sell,striker
Andrei Semenov,grappler
Brandon Sene,striker
Matthew Semelsberger,submission specialist
Kim In Seok,striker
Mackens Semerzier,submission specialist
Ray Seraille,striker
Alex Serdyukov,submission specialist
Ivan Serati,striker
Nicholas Sergiacomi,striker
Adrian Serrano,striker
Nick Serra,submission specialist
Fredy Serrano,grappler
Carl Seumanutafa,striker
Matt Serra,grappler
Scott Shaffer,submission specialist
Dan Severn,striker
Rosi Sexton,striker
Leon Shahbazyan,striker
Edmen Shahbazyan,grappler
Liliya Shakirova,striker
Kamal Shalorus,striker
Ken Shamrock,submission specialist
Frank Shamrock,submission specialist
Eric Shelton,grappler
Jason Sharp,striker
Chase Sherman,striker
Sean Sherk,grappler
Antonina Shevchenko,striker
Henrique Shiguemoto,striker
Valentina Shevchenko,striker
Shunichi Shimizu,striker
Jake Shields,submission specialist
Wade Shipp,striker
Raja Shippen,striker
Yuya Shirai,striker
Wes Shivers,striker
Alexander Shlemenko,striker
Josh Shockley,striker
Josh Shockman,striker
Jack Shore,submission specialist
Akira Shoji,grappler
Landon Showalter,striker
Katsuyori Shibata,striker
Brandon Shuey,submission specialist
Ivan Shtyrkov,striker
Kiril Sidelnikov,striker
Sam Sicilia,striker
Steven Siler,submission specialist
Siala Siliga,grappler
Assuerio Silva,submission specialist
Xavier Siller,grappler
Thiago Silva,striker
Jean Silva,striker
Paulo Cesar Silva,grappler
Edson Silva,striker
Anderson Silva,striker
Wanderlei Silva,striker
Sidney Silva,grappler
Jay Silva,submission specialist
Fabio Silva,striker
Leandro Silva,striker
Claudio Silva,submission specialist
Wagner Silva,striker
Antonio Silva,striker
Erick Silva,submission specialist
Rafael Silva,submission specialist
Joaquim Silva,striker
Felipe Silva,striker
Dayana Silva,striker
Jacob Silva,striker
Gabriel Silva,grappler
Bruno Silva,striker
Natalia Silva,striker
Douglas Silva de Andrade,striker
Leonardo Silva de Oliveira,grappler
Marcus Silveira,striker
Jamey Simmons,striker
Elias Silverio,striker
Aaron Simpson,grappler
Ricky Simon,grappler
Wes Sims,submission specialist
Marlon Sims,striker
Tony Sims,striker
Lodune Sincaid,striker
Everett Sims,submission specialist
Rob Sinclair,striker
Elvis Sinosic,submission specialist
Mitchell Sipe,striker
Rory Singer,striker
AJ Siscoe,striker
Yokthai Sithoar,striker
Jeri Sitzes,striker
Dennis Siver,striker
Chas Skelly,submission specialist
Matt Skelton,striker
Zach Skinner,submission specialist
Joe Slick,striker
Patrick Smith,striker
Kestutis Smirnovas,submission specialist
Maurice Smith,submission specialist
Scott Smith,striker
Eric Smith,striker
Josh Smith,submission specialist
Adam Smith,striker
Dillon Smith,striker
David Smith,striker
Brian Sleeman,grappler
Trevor Smith,striker
Anthony Smith,striker
Colton Smith,submission specialist
Ray Sloan,striker
Gilbert Smith,submission specialist
Devonte Smith,striker
Leslie Smith,striker
Cole Smith,submission specialist
Justin Smitley,striker
Walter Smith-Cotito,striker
Nate Smith,submission specialist
Dmitrii Smoliakov,striker
Louis Smolka,submission specialist
Richie Smullen,grappler
Devin Smyth,grappler
Denis Sobolev,striker
Renato Sobral,submission specialist
Peter Sobotta,striker
Rameau Thierry Sokoudjou,striker
Joe Solecki,submission specialist
Chris Solomon,striker
Paul Song,striker
Joe Son,striker
Chael Sonnen,grappler
Song Kenan,striker
Song Yadong,striker
Cody Sons,striker
Jin Soo Son,striker
Emiliano Sordi,submission specialist
Punahele Soriano,striker
Sean Soriano,striker
Dmitry Sosnovskiy,submission specialist
Ben Sosoli,striker
Greg Soto,submission specialist
George Sotiropoulos,submission specialist
Alex Soto,striker
Krzysztof Soszynski,submission specialist
Mario Soto,striker
Joe Soto,submission specialist
Bobby Southworth,submission specialist
Andre Soukhamthath,striker
Edimilson Souza,striker
Chris Spang,striker
Mario Souza,submission specialist
Livinha Souza,submission specialist
Jacare Souza,submission specialist
Charon Spain,striker
Andreas Spang,striker
Ryan Spann,submission specialist
Tommy Speer,striker
Patrick Speight,striker
Ron Sparks,striker
Sean Spencer,striker
Felicia Spencer,striker
Sam Spengler,submission specialist
Nick Sperling,striker
Mario Sperry,submission specialist
Waachiim Spiritwolf,striker
Daniel Spitz,striker
Eric Spicely,submission specialist
Serghei Spivac,grappler
Daniel Spohn,submission specialist
Pete Spratt,striker
Austin Springer,striker
Georges St-Pierre,submission specialist
Andreas Stahl,striker
Ron Stallings,striker
Bobby Stack,grappler
Cristina Stanciu,submission specialist
Cody Stamann,striker
Brian Stann,striker
Josh Stansbury,submission specialist
Dion Staring,striker
Lucas Stark,grappler
Kalib Starnes,striker
Clifford Starks,striker
Damian Stasiak,grappler
Adam Steele,striker
Laureano Staropoli,striker
Ricky Steele,striker
Dominique Steele,grappler
Ray Steinbeiss,striker
Eric Steenberg,striker
Steve Steinbeiss,striker
Dmitri Stepanov,striker
Marc Stevens,striker
Aljamain Sterling,striker
Jeremy Stephens,striker
Joe Stevenson,submission specialist
Maia Stevenson,grappler
Luke Stewart,submission specialist
Darren Stewart,striker
Alex Stiebling,striker
Kyle Stewart,striker
Tyler Stinson,striker
Dan Stittgen,striker
Lazar Stojadinovic,striker
Denis Stojnic,submission specialist
Julija Stoliarenko,striker
Dustin Stoltzfus,striker
Niklas Stolze,striker
Ken Stone,striker
Ryan Stonitsch,striker
George Stork,striker
Darko Stosic,grappler
Rick Story,striker
Greg Stott,striker
Curtis Stout,striker
Tim Stout,striker
Sam Stout,striker
Jesse Strader,striker
Gennaro Strangis,striker
Gerald Strebendt,submission specialist
Dave Strasser,striker
Daniel Straus,submission specialist
Sean Strickland,striker
Hans Stringer,striker
Mark Striegl,striker
Josh Stuart,striker
Stefan Struve,submission specialist
Mike Stumpf,striker
Kyle Sturgeon,striker
Masanori Suda,striker
Tatiana Suarez,grappler
Genki Sudo,submission specialist
Daisuke Sugie,submission specialist
Takashi Sugiura,striker
Justin Sumter,grappler
Magomed Sultanakhmedov,submission specialist
George Sullivan,striker
Amar Suloev,striker
Aji Susilo,striker
Martin Svensson,striker
Daniel Swain,submission specialist
Naho Sugiyuma,striker
Jason Suttie,striker
Joel Sutton,striker
Cub Swanson,striker
Chad Sutton,striker
Kevin Syler,submission specialist
Floyd Sword,striker
Bentley Syler,striker
Tony Sylvester,striker
Mike Swick,striker
Leo Sylvest,striker
Tim Sylvia,striker
Osamu Tachihikari,striker
Justin Tafa,striker
Eugenio Tadeu,striker
Amber Tackett,striker
Joe Taimanglo,submission specialist
Khalid Taha,striker
Mairbek Taisumov,striker
Nobuhiko Takada,grappler
Yoshiki Takahashi,submission specialist
Yoko Takahashi,striker
Yoshihiro Takayama,striker
Daiju Takase,submission specialist
Makoto Takimoto,submission specialist
Hiroyuki Takaya,striker
Nordine Taleb,striker
Oleg Taktarov,striker
Tsuyoshi Tamakairiki,striker
Akitoshi Tamura,submission specialist
Akihito Tanaka,grappler
Jason Tan,striker
Michinori Tanaka,grappler
Eli Tamez,striker
Kiyoshi Tamura,striker
Issei Tamura,striker
Evan Tanner,submission specialist
Deividas Taurosevicius,striker
Jeremy Tavares,striker
Gary Tapusoa,striker
Manny Tapia,striker
Miesha Tate,submission specialist
Thiago Tavares,submission specialist
Paul Taylor,striker
Brad Tavares,striker
Anthony Taylor,striker
Jesse Taylor,submission specialist
Louis Taylor,grappler
Torrance Taylor,striker
Danielle Taylor,striker
Shawn Teed,striker
J.T Taylor,submission specialist
James Te Huna,striker
John Teixeira,striker
Tra Telligman,striker
Ewerton Teixeira,striker
Taneisha Tennant,striker
Glover Teixeira,submission specialist
Herman Terrado,striker
Dave Terrel,grappler
David Terrell,submission specialist
Jeff Terry,striker
Daniel Teymur,striker
David Teymur,striker
James Terry,grappler
Motonobu Tezuka,grappler
Jason Thacker,striker
Brandon Thatch,striker
Elias Theodorou,striker
Nik Theotikos,submission specialist
Din Thomas,submission specialist
Ryan Thomas,submission specialist
Joel Thomas ,striker
Noah Thomas,submission specialist
Paulo Thiago,submission specialist
Treston Thomison,striker
Nick Thompson,submission specialist
Josh Thomson,submission specialist
James Thompson,submission specialist
Oli Thompson,striker
Josh Thornburg,submission specialist
Stephen Thompson,striker
Simeon Thoresen,submission specialist
Gleison Tibau,grappler
Chris Tickle,submission specialist
Nolan Ticman,striker
Ryan Tobar,striker
Brett Tillis,striker
Andrew Todhunter,striker
Darren Till,striker
Dusko Todorovic,striker
Hideo Tokoro,submission specialist
Anatoly Tokov,striker
Tyler Toner,striker
Kazuki Tokudome,striker
Masanori Tonooka,striker
James Toney,striker
Ilia Topuria,submission specialist
Carl Toomey,striker
Anthony Torres,submission specialist
Ronys Torres,grappler
Miguel Torres,submission specialist
Haven Torres,striker
Abram Torres,striker
Jose Torres,striker
Alex Torres,striker
Tecia Torres,striker
Desmond Torres,striker
Salim Touahri,striker
Roberto Traven,striker
Minoru Toyonaga,striker
Alexander Trevino,striker
Dequan Townsend,striker
Bryan Travers,striker
Francisco Trevino,striker
Angelo Trevino,striker
Damien Trites,striker
Frank Trigg,striker
Michael Trizano,striker
Tor Troeng,striker
Antonio Trocoli,submission specialist
Aaron Trujillo,striker
Francisco Trinaldo,striker
Reynaldo Trujillo,striker
Jon Tuck,submission specialist
Arman Tsarukyan,grappler
Chris Tuchscherer,striker
Abel Trujillo,striker
Gavin Tucker,submission specialist
Tom Tuggle,grappler
Jumabieke Tuerxun,striker
Blair Tugman,grappler
Tai Tuivasa,striker
Teila Tuli,striker
Zubaira Tukhugov,striker
Albert Tumenov,striker
Ricky Turcios,striker
Wellington Turman,striker
Jalin Turner,submission specialist
Courtney Turner,striker
Alberto Uda,grappler
Marcin Tybura,striker
Austin Tweedy,striker
Ryuki Ueyama,submission specialist
Christian Uflacker,striker
Andy Uhrich,striker
Carlos Ulberg,striker
Tagir Ulanbekov,grappler
Zach Underwood,striker
Gasan Umalatov,striker
Jeremy Umphries,striker
Caol Uno,grappler
Kengo Ura,submission specialist
Hector Urbina,submission specialist
Elias Urbina,striker
Nick Urso,striker
Yasuhiro Urushitani,striker
Kamaru Usman,striker
Darren Uyenoyama,grappler
Charlie Valencia,striker
Richie Vaculik,submission specialist
Victor Valenzuela,striker
Egidijus Valavicius,striker
Timur Valiev,striker
Victor Valimaki,striker
Andrew Valladerez,striker
Isaac Vallie-Flagg,striker
