red_fighter_name,blue_fighter_name,event_date,red_fighter_nickname,blue_fighter_nickname,red_fighter_result,blue_fighter_result,method,round,time,time_format,referee,details,bout_type,bonus,event_name,event_location,red_fighter_KD,blue_fighter_KD,red_fighter_sig_str,blue_fighter_sig_str,red_fighter_sig_str_pct,blue_fighter_sig_str_pct,red_fighter_total_str,blue_fighter_total_str,red_fighter_TD,blue_fighter_TD,red_fighter_TD_pct,blue_fighter_TD_pct,red_fighter_sub_att,blue_fighter_sub_att,red_fighter_rev,blue_fighter_rev,red_fighter_ctrl,blue_fighter_ctrl,red_fighter_sig_str_head,blue_fighter_sig_str_head,red_fighter_sig_str_body,blue_fighter_sig_str_body,red_fighter_sig_str_leg,blue_fighter_sig_str_leg,red_fighter_sig_str_distance,blue_fighter_sig_str_distance,red_fighter_sig_str_clinch,blue_fighter_sig_str_clinch,red_fighter_sig_str_ground,blue_fighter_sig_str_ground,red_fighter_sig_str_head_pct,blue_fighter_sig_str_head_pct,red_fighter_sig_str_body_pct,blue_fighter_sig_str_body_pct,red_fighter_sig_str_leg_pct,blue_fighter_sig_str_leg_pct,red_fighter_sig_str_distance_pct,blue_fighter_sig_str_distance_pct,red_fighter_sig_str_clinch_pct,blue_fighter_sig_str_clinch_pct,red_fighter_sig_str_ground_pct,blue_fighter_sig_str_ground_pct,red_fighter_total_pts,blue_fighter_total_pts
JOHN HATHAWAY,PASCAL KRAUSS,05/05/2012,The Hitman,Panzer,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin Mulhall,Romulo Bittencourt 28 - 29. Ricardo Almeida 27 - 30. Dave Tirelli 27 - 30.,Welterweight Bout,-,UFC on FOX: Diaz vs Miller,"East Rutherford, New Jersey, USA",1,0,68,33,44,34,123,48,2,1,28,33,0,0,0,0,4:59,1:45,55,20,10,5,3,8,47,28,7,2,14,3,80,60,14,15,4,24,69,84,10,6,20,9,,
DANNY CASTILLO,JOHN CHOLISH,05/05/2012,Last Call,-,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin Mulhall,Jeff Blatnick 27 - 30. Michael Depasquale 27 - 30. Dave Tirelli 27 - 30.,Lightweight Bout,-,UFC on FOX: Diaz vs Miller,"East Rutherford, New Jersey, USA",0,0,52,29,38,34,62,31,1,1,33,16,0,0,0,0,2:55,0:51,29,20,9,2,14,7,31,27,18,2,3,0,55,68,17,6,26,24,59,93,34,6,5,0,,
DENNIS BERMUDEZ,PABLO GARZA,05/05/2012,The Menace,The Scarecrow,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin Mulhall,Romulo Bittencourt 27 - 30. Tony Tamburrino 27 - 30. Cardo Urso 27 - 30.,Featherweight Bout,-,UFC on FOX: Diaz vs Miller,"East Rutherford, New Jersey, USA",0,0,45,27,52,45,114,57,8,0,88,0,1,0,0,0,13:00,0:09,33,17,5,9,7,1,7,8,6,5,32,14,73,62,11,33,15,3,15,29,13,18,71,51,,
ROLAND DELORME,NICK DENIS,05/05/2012,-,The Ninja of Love,W,L,Submission,1,4:59,3 Rnd (5-5-5),Keith Peterson,Rear Naked Choke,Bantamweight Bout,-,UFC on FOX: Diaz vs Miller,"East Rutherford, New Jersey, USA",0,0,26,24,61,55,40,37,1,1,20,100,2,0,0,0,0:34,2:06,14,15,9,6,3,3,18,8,7,13,1,3,53,62,34,25,11,12,69,33,26,54,3,12,,
MIKE MASSENZIO,KARLOS VEMOLA,05/05/2012,The Master of Disaster,-,L,W,Submission,2,1:07,3 Rnd (5-5-5),Dan Miragliotta,Rear Naked Choke,Middleweight Bout,-,UFC on FOX: Diaz vs Miller,"East Rutherford, New Jersey, USA",0,0,11,16,40,41,14,16,1,2,33,50,0,2,0,0,2:37,1:05,9,13,2,0,0,3,7,8,4,2,0,6,81,81,18,0,0,18,63,50,36,12,0,37,,
JON JONES,RASHAD EVANS,21/04/2012,Bones,Suga,W,L,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Derek Cleary 46 - 49. Chris Lee 46 - 49. Richard Bertrand 45 - 50.,UFC Light Heavyweight Title Bout,belt,UFC 145: Jones vs Evans,"Atlanta, Georgia, USA",0,0,105,45,49,29,116,49,1,0,50,0,0,0,0,0,1:00,0:09,68,16,19,13,18,16,86,39,18,6,1,0,64,35,18,28,17,35,81,86,17,13,0,0,,
MAC DANZIG,EFRAIN ESCUDERO,21/04/2012,-,Hecho En Mexico,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Blake Grice,Ken Coffey 27 - 30. Chris Lee 27 - 30. Cardo Urso 28 - 29.,Lightweight Bout,-,UFC 145: Jones vs Evans,"Atlanta, Georgia, USA",0,0,67,56,56,42,130,107,1,0,20,0,0,1,0,0,5:34,1:00,24,24,27,15,16,17,46,44,21,12,0,0,35,42,40,26,23,30,68,78,31,21,0,0,,
KEITH WISNIEWSKI,CHRIS CLEMENTS,21/04/2012,The Polish Connection,The Menace,L,W,Decision - Split,3,5:00,3 Rnd (5-5-5),Fernando Yamasaki,Derek Cleary 28 - 29. Ken Coffey 29 - 28. Cardo Urso 27 - 30.,Welterweight Bout,-,UFC 145: Jones vs Evans,"Atlanta, Georgia, USA",0,2,28,68,60,55,44,86,3,0,50,0,1,0,0,0,5:50,1:34,26,38,2,14,0,16,18,49,0,8,10,11,92,55,7,20,0,23,64,72,0,11,35,16,,
BRAD PICKETT,DAMACIO PAGE,14/04/2012,One Punch,The Angel of Death,W,L,Submission,2,4:05,3 Rnd (5-5-5),Marko Gyllenland,Rear Naked Choke,Bantamweight Bout,fight,UFC on FUEL TV: Gustafsson vs Silva,"Stockholm, Sweden",1,0,36,23,53,40,65,34,4,1,80,25,1,1,0,1,5:37,1:03,34,18,1,4,1,1,11,16,1,4,24,3,94,78,2,17,2,4,30,69,2,17,66,13,,
CYRILLE DIABATE,TOM DEBLASS,14/04/2012,The Snake,-,W,L,Decision - Majority,3,5:00,3 Rnd (5-5-5),Leon Roberts,Jim Bergman 28 - 29. Mark Collett 28 - 29. Howard Hughes 28 - 28.,Light Heavyweight Bout,-,UFC on FUEL TV: Gustafsson vs Silva,"Stockholm, Sweden",0,0,48,1,96,16,90,17,2,2,100,50,0,1,1,2,5:26,7:19,31,1,15,0,2,0,12,1,0,0,36,0,64,100,31,0,4,0,25,100,0,0,75,0,,
REZA MADADI,YOISLANDY IZQUIERDO,14/04/2012,Mad Dog,Cuba,W,L,Submission,2,1:28,3 Rnd (5-5-5),Marko Gyllenland,Guillotine Choke On Ground,Lightweight Bout,-,UFC on FUEL TV: Gustafsson vs Silva,"Stockholm, Sweden",0,0,1,36,100,56,2,44,3,0,42,0,1,0,0,0,2:15,0:16,0,17,0,12,1,7,0,30,1,4,0,2,0,47,0,33,100,19,0,83,100,11,0,5,,
JASON YOUNG,ERIC WISELY,14/04/2012,Shotgun,Little Lee,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Robert Sundel,Hans Ersson 28 - 30. Howard Hughes 28 - 29. Chris Watts 28 - 29.,Featherweight Bout,-,UFC on FUEL TV: Gustafsson vs Silva,"Stockholm, Sweden",0,0,44,36,51,52,133,118,4,0,66,0,0,0,0,0,8:31,0:09,19,15,6,11,19,10,18,33,8,3,18,0,43,41,13,30,43,27,40,91,18,8,40,0,,
THIAGO ALVES,MARTIN KAMPMANN,02/03/2012,Pitbull,The Hitman,L,W,Submission,3,4:12,3 Rnd (5-5-5),Herb Dean,Guillotine Choke From Mount,Welterweight Bout,sub,UFC on FX: Alves vs Kampmann,"Sydney, New South Wales, Australia",0,0,62,47,52,39,90,57,2,1,66,14,0,1,0,1,2:31,2:29,42,34,11,13,9,0,60,39,1,8,1,0,67,72,17,27,14,0,96,82,1,17,1,0,,
COLE MILLER,STEVEN SILER,02/03/2012,Magrinho,Super,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Steve Perceval,Sal D'amato 28 - 29. Charlie Keech 28 - 29. Kon Papaioannou 28 - 29.,Featherweight Bout,-,UFC on FX: Alves vs Kampmann,"Sydney, New South Wales, Australia",0,0,72,81,47,36,77,95,1,1,20,16,0,1,0,0,2:43,1:18,44,50,11,20,17,11,54,64,16,17,2,0,61,61,15,24,23,13,75,79,22,20,2,0,,
KYLE NOKE,ANDREW CRAIG,02/03/2012,-,Highlight,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Sal D'amato 28 - 29. Howard Hughes 28 - 29. Chris Watts 28 - 29.,Middleweight Bout,-,UFC on FX: Alves vs Kampmann,"Sydney, New South Wales, Australia",0,0,36,36,57,45,40,104,3,1,42,50,1,0,0,0,3:29,3:56,20,30,9,4,7,2,29,24,1,3,6,9,55,83,25,11,19,5,80,66,2,8,16,25,,
FRANKIE EDGAR,BENSON HENDERSON,25/02/2012,The Answer,Smooth,L,W,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,Sal D'amato 46 - 49. Howard Hughes 47 - 48. Chris Lee 46 - 49.,UFC Lightweight Title Bout,belt,UFC 144: Edgar vs Henderson,"Saitama, Japan",0,0,68,87,35,32,81,100,5,1,41,100,0,3,0,0,2:08,0:37,33,50,18,25,17,12,57,71,6,8,5,8,48,57,26,28,25,13,83,81,8,9,7,9,,
QUINTON JACKSON,RYAN BADER,25/02/2012,Rampage,Darth,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,Sal D'amato 27 - 30. Junichiro Kamijo 27 - 30. Chris Watts 27 - 30.,Light Heavyweight Bout,-,UFC 144: Edgar vs Henderson,"Saitama, Japan",0,0,16,55,41,54,30,109,1,4,25,44,0,0,0,0,0:21,8:47,8,27,6,9,2,19,9,20,6,10,1,25,50,49,37,16,12,34,56,36,37,18,6,45,,
YOSHIHIRO AKIYAMA,JAKE SHIELDS,25/02/2012,-,-,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Howard Hughes 27 - 30. Junichiro Kamijo 27 - 30. Chris Watts 27 - 30.,Welterweight Bout,-,UFC 144: Edgar vs Henderson,"Saitama, Japan",0,0,33,91,34,45,52,119,2,2,50,14,0,0,0,0,1:08,3:43,29,49,2,24,2,18,28,79,5,11,0,1,87,53,6,26,6,19,84,86,15,12,0,1,,
YUSHIN OKAMI,TIM BOETSCH,25/02/2012,Thunder,The Barbarian,L,W,KO/TKO,3,0:54,3 Rnd (5-5-5),Leon Roberts,Punches to Head In Clinch,Middleweight Bout,-,UFC 144: Edgar vs Henderson,"Saitama, Japan",0,1,29,42,38,45,43,47,1,0,50,0,0,1,0,0,4:01,0:07,26,36,2,3,1,3,19,26,0,11,10,5,89,85,6,7,3,7,65,61,0,26,34,11,,
NORIFUMI YAMAMOTO,VAUGHAN LEE,25/02/2012,Kid,-,L,W,Submission,1,4:29,3 Rnd (5-5-5),Herb Dean,Armbar From Bottom Guard,Bantamweight Bout,sub,UFC 144: Edgar vs Henderson,"Saitama, Japan",0,1,21,14,42,46,21,32,1,0,50,0,0,2,0,0,0:39,0:04,19,9,2,4,0,1,17,7,4,7,0,0,90,64,9,28,0,7,80,50,19,50,0,0,,
RIKI FUKUDA,STEVE CANTWELL,25/02/2012,-,The Robot,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Chris Lee 28 - 29. Howard Hughes 27 - 30. Junichiro Kamijo 27 - 30.,Middleweight Bout,-,UFC 144: Edgar vs Henderson,"Saitama, Japan",0,0,124,47,51,31,187,49,3,1,50,100,0,1,0,0,3:36,0:12,86,29,15,12,23,6,99,33,19,14,6,0,69,61,12,25,18,12,79,70,15,29,4,0,,
TAKEYA MIZUGAKI,CHRIS CARIASO,25/02/2012,-,Kamikaze,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,Howard Hughes 28 - 29. Chris Lee 28 - 29. Chris Watts 28 - 29.,Bantamweight Bout,-,UFC 144: Edgar vs Henderson,"Saitama, Japan",0,0,28,37,31,48,70,75,2,0,50,0,0,0,0,1,8:05,1:23,20,21,6,15,2,1,6,14,8,23,14,0,71,56,21,40,7,2,21,37,28,62,50,0,,
DIEGO SANCHEZ,JAKE ELLENBERGER,15/02/2012,Nightmare,The Juggernaut,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Jeff Blatnick 28 - 29. Sal D'amato 28 - 29. Glenn Trowbridge 28 - 29.,Welterweight Bout,fight,UFC on FUEL TV: Sanchez vs Ellenberger,"Omaha, Nebraska, USA",0,1,29,62,25,50,63,78,0,2,0,25,0,0,0,0,1:08,1:42,17,44,9,10,3,8,27,51,0,7,2,4,58,70,31,16,10,12,93,82,0,11,6,6,,
AARON SIMPSON,RONNY MARKES,15/02/2012,A-Train,-,L,W,Decision - Split,3,5:00,3 Rnd (5-5-5),Jim Axtel,Steve Garrean 28 - 29. Sal D'amato 29 - 28. Glenn Trowbridge 28 - 29.,Middleweight Bout,-,UFC on FUEL TV: Sanchez vs Ellenberger,"Omaha, Nebraska, USA",1,0,55,62,65,63,75,78,0,2,0,33,0,0,0,0,2:28,5:19,34,28,11,4,10,30,24,36,13,14,18,12,61,45,20,6,18,48,43,58,23,22,32,19,,
JOSH KOSCHECK,MIKE PIERCE,04/02/2012,-,-,W,L,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,Jeff Collins 28 - 29. Junichiro Kamijo 29 - 28. Sal D'amato 28 - 29.,Welterweight Bout,-,UFC 143: Diaz vs Condit,"Las Vegas, Nevada, USA",0,0,33,41,34,34,47,62,2,1,66,20,0,0,0,0,2:37,2:38,22,30,11,8,0,3,21,32,11,9,1,0,66,73,33,19,0,7,63,78,33,21,3,0,,
MATTHEW RIDDLE,HENRY MARTINEZ,04/02/2012,Deep Waters,Sicario,W,L,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,Junichiro Kamijo 28 - 29. Cecil Peoples 29 - 28. Chris Lee 28 - 29.,Welterweight Bout,-,UFC 143: Diaz vs Condit,"Las Vegas, Nevada, USA",0,0,74,67,46,39,112,70,2,0,66,0,0,0,0,0,2:20,0:00,30,50,30,3,14,14,63,67,1,0,10,0,40,74,40,4,18,20,85,100,1,0,13,0,,
RASHAD EVANS,PHIL DAVIS,28/01/2012,Suga,Mr. Wonderful,W,L,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Sal D'amato 45 - 50. Pat Morley 45 - 50. Gabriel Sabaitis 45 - 50.,Light Heavyweight Bout,-,UFC on FOX: Evans vs Davis,"Chicago, Illinois, USA",0,0,62,51,38,25,106,61,3,2,75,22,0,0,1,0,7:06,2:07,56,21,5,17,1,13,34,37,14,14,14,0,90,41,8,33,1,25,54,72,22,27,22,0,,
CHAEL SONNEN,MICHAEL BISPING,28/01/2012,-,The Count,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,James Goodman 27 - 30. Brad Odum 28 - 29. Otto Torriero 28 - 29.,Middleweight Bout,-,UFC on FOX: Evans vs Davis,"Chicago, Illinois, USA",0,0,40,30,41,34,135,102,4,1,57,33,0,0,0,0,7:31,4:12,24,17,12,11,4,2,14,14,15,14,11,2,60,56,30,36,10,6,35,46,37,46,27,6,,
DEMIAN MAIA,CHRIS WEIDMAN,28/01/2012,-,The All-American,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Sal D'amato 28 - 29. Gabriel Sabaitis 28 - 29. Pat Morley 27 - 30.,Middleweight Bout,-,UFC on FOX: Evans vs Davis,"Chicago, Illinois, USA",0,0,51,58,30,34,60,68,0,4,0,66,0,0,0,0,0:00,1:38,35,43,14,10,2,5,39,49,12,7,0,2,68,74,27,17,3,8,76,84,23,12,0,3,,
EVAN DUNHAM,NIK LENTZ,28/01/2012,-,The Carny,W,L,TKO - Doctor's Stoppage,2,5:00,3 Rnd (5-5-5),John McCarthy,Eye Injury,Lightweight Bout,fight,UFC on FOX: Evans vs Davis,"Chicago, Illinois, USA",0,0,68,39,70,51,100,57,2,2,100,25,1,0,0,0,4:51,1:00,65,28,3,8,0,3,42,25,17,14,9,0,95,71,4,20,0,7,61,64,25,35,13,0,,
CUB SWANSON,GEORGE ROOP,28/01/2012,-,-,W,L,KO/TKO,2,2:22,3 Rnd (5-5-5),John McCarthy,Punch to Head At Distance,Featherweight Bout,-,UFC on FOX: Evans vs Davis,"Chicago, Illinois, USA",1,0,43,35,65,35,50,44,2,0,100,0,0,0,0,0,1:09,0:07,24,15,9,12,10,8,28,28,5,6,10,1,55,42,20,34,23,22,65,80,11,17,23,2,,
MICHAEL JOHNSON,SHANE ROLLER,28/01/2012,The Menace,-,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Sal D'amato 28 - 29. Pat Morley 28 - 29. Gabriel Sabaitis 28 - 29.,Lightweight Bout,-,UFC on FOX: Evans vs Davis,"Chicago, Illinois, USA",0,0,64,56,47,60,77,72,1,1,100,8,0,0,1,0,4:25,3:53,44,49,5,6,15,1,42,26,19,5,3,25,68,87,7,10,23,1,65,46,29,8,4,44,,
MIKE EASTON,JARED PAPAZIAN,20/01/2012,The Hulk,The Jackhammer,W,L,Decision - Majority,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Chris Lee 28 - 29. Sal D'amato 27 - 30. Jeff Blatnick 29 - 29.,Bantamweight Bout,-,UFC on FX: Guillard vs Miller,"Nashville, Tennessee, USA",0,0,85,68,55,40,122,105,1,0,33,0,0,0,0,0,2:14,3:03,37,43,30,16,18,9,60,55,25,13,0,0,43,63,35,23,21,13,70,80,29,19,0,0,,
KAMAL SHALORUS,KHABIB NURMAGOMEDOV,20/01/2012,Prince of Persia,The Eagle,L,W,Submission,3,2:08,3 Rnd (5-5-5),Mario Yamasaki,Rear Naked Choke,Lightweight Bout,-,UFC on FX: Guillard vs Miller,"Nashville, Tennessee, USA",0,1,13,35,29,45,18,59,0,3,0,33,0,1,0,0,0:05,5:58,9,32,2,3,2,0,11,15,2,3,0,17,69,91,15,8,15,0,84,42,15,8,0,48,,
CHARLIE BRENNEMAN,DANIEL ROBERTS,20/01/2012,The Spaniard,Ninja,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Jeff Blatnick 27 - 30. Doug Crosby 27 - 30. Chris Lee 28 - 29.,Welterweight Bout,-,UFC on FX: Guillard vs Miller,"Nashville, Tennessee, USA",0,0,24,3,92,27,156,54,2,0,40,0,0,3,0,0,13:08,0:19,8,2,13,1,3,0,4,3,1,0,19,0,33,66,54,33,12,0,16,100,4,0,79,0,,
FABRICIO CAMOES,TOMMY HAYDEN,20/01/2012,Morango,Wild Card,W,L,Submission,1,4:03,3 Rnd (5-5-5),Josh Rosenthal,Rear Naked Choke,Lightweight Bout,-,UFC on FX: Guillard vs Miller,"Nashville, Tennessee, USA",0,0,6,7,46,33,26,9,1,2,25,66,1,0,0,0,1:07,1:20,5,5,0,1,1,1,2,6,0,1,4,0,83,71,0,14,16,14,33,85,0,14,66,0,,
ROSS PEARSON,JUNIOR ASSUNCAO,30/12/2011,The Real Deal,-,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Adalaide Byrd 28 - 29. Junichiro Kamijo 28 - 29. Glenn Trowbridge 27 - 30.,Featherweight Bout,-,UFC 141: Lesnar vs Overeem,"Las Vegas, Nevada, USA",0,0,52,43,58,62,87,50,1,3,100,16,0,0,0,0,1:56,5:39,28,32,16,8,8,3,39,32,13,10,0,1,53,74,30,18,15,6,75,74,25,23,0,2,,
ANTHONY NJOKUANI,DANNY CASTILLO,30/12/2011,The Assassin,Last Call,L,W,Decision - Split,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Doug Crosby 28 - 29. Patricia Morse-Jarman 29 - 28. Mark Smith 28 - 29.,Lightweight Bout,-,UFC 141: Lesnar vs Overeem,"Las Vegas, Nevada, USA",0,0,44,33,44,46,67,59,0,6,0,33,1,0,1,0,0:19,8:04,22,11,15,4,7,18,34,8,10,24,0,1,50,33,34,12,15,54,77,24,22,72,0,3,,
DONG HYUN KIM,SEAN PIERSON,30/12/2011,Stun Gun,The Punisher,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Sal D'amato 27 - 30. Adalaide Byrd 27 - 30. Tony Weeks 27 - 30.,Welterweight Bout,-,UFC 141: Lesnar vs Overeem,"Las Vegas, Nevada, USA",1,0,53,32,42,26,61,54,2,0,50,0,0,0,0,0,2:08,2:09,28,18,5,4,20,10,50,25,2,5,1,2,52,56,9,12,37,31,94,78,3,15,1,6,,
JON JONES,LYOTO MACHIDA,10/12/2011,Bones,The Dragon,W,L,Submission,2,4:26,5 Rnd (5-5-5-5-5),John McCarthy,Guillotine Choke Standing Technical Submission,UFC Light Heavyweight Title Bout,belt,UFC 140: Jones vs Machida,"Toronto, Ontario, Canada",1,0,24,13,45,34,26,13,1,0,50,0,1,0,0,0,1:27,0:00,6,7,6,2,12,4,14,13,7,0,3,0,25,53,25,15,50,30,58,100,29,0,12,0,,
FRANK MIR,ANTONIO RODRIGO NOGUEIRA,10/12/2011,-,Minotauro,W,L,Submission,1,3:38,3 Rnd (5-5-5),Herb Dean,Kimura From Side Control Technical Submission,Heavyweight Bout,sub,UFC 140: Jones vs Machida,"Toronto, Ontario, Canada",0,0,6,21,75,77,7,42,1,0,50,0,1,1,1,1,1:13,1:50,1,16,3,5,2,0,0,6,6,12,0,3,16,76,50,23,33,0,0,28,100,57,0,14,,
CLAUDE PATRICK,BRIAN EBERSOLE,10/12/2011,The Prince,Bad Boy,L,W,Decision - Split,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,Richard Bertrand 28 - 29. Nelson Hamilton 29 - 28. Sal D'amato 28 - 29.,Welterweight Bout,-,UFC 140: Jones vs Machida,"Toronto, Ontario, Canada",0,0,28,23,59,58,65,53,0,2,0,16,3,0,0,0,1:25,8:59,13,14,14,2,1,7,3,9,25,10,0,4,46,60,50,8,3,30,10,39,89,43,0,17,,
JARED HAMMAN,CONSTANTINOS PHILIPPOU,10/12/2011,The Messenger,-,L,W,KO/TKO,1,3:11,3 Rnd (5-5-5),John McCarthy,Punches to Head At Distance,Middleweight Bout,-,UFC 140: Jones vs Machida,"Toronto, Ontario, Canada",0,3,9,21,36,65,9,23,0,1,0,100,0,1,0,0,0:05,0:46,0,20,2,1,7,0,8,14,1,3,0,4,0,95,22,4,77,0,88,66,11,14,0,19,,
WALEL WATSON,YVES JABOUIN,10/12/2011,The Gazelle,Tiger,L,W,Decision - Split,3,5:00,3 Rnd (5-5-5),Yves Lavigne,David Therien 28 - 29. Greg Jackson 29 - 28. Nelson Hamilton 27 - 30.,Bantamweight Bout,-,UFC 140: Jones vs Machida,"Toronto, Ontario, Canada",0,0,47,33,28,36,60,33,0,2,0,33,2,0,1,0,1:16,1:41,21,9,11,5,15,19,41,32,3,1,3,0,44,27,23,15,31,57,87,96,6,3,6,0,,
RICH ATTONITO,JAKE HECHT,10/12/2011,The Raging Bull,Hitman,L,W,KO/TKO,2,1:10,3 Rnd (5-5-5),Josh Rosenthal,Elbows to Head In Clinch,Welterweight Bout,-,UFC 140: Jones vs Machida,"Toronto, Ontario, Canada",0,0,17,33,62,70,42,44,1,0,50,0,0,0,0,0,4:04,0:13,13,27,3,3,1,3,4,6,0,1,13,26,76,81,17,9,5,9,23,18,0,3,76,78,,
MITCH CLARKE,JOHN CHOLISH,10/12/2011,Danger Zone,-,L,W,KO/TKO,2,4:36,3 Rnd (5-5-5),John McCarthy,Punches to Head From Back Control,Lightweight Bout,-,UFC 140: Jones vs Machida,"Toronto, Ontario, Canada",0,0,17,55,12,68,25,69,0,1,0,16,0,0,0,2,0:16,2:53,10,42,2,3,5,10,14,35,3,3,0,17,58,76,11,5,29,18,82,63,17,5,0,30,,
DIEGO BRANDAO,DENNIS BERMUDEZ,03/12/2011,DB,The Menace,W,L,Submission,1,4:51,3 Rnd (5-5-5),Josh Rosenthal,Armbar From Bottom Guard,Ultimate Fighter 14 Featherweight Tournament Title Bout,belt,The Ultimate Fighter: Team Bisping vs Team Miller Finale,"Las Vegas, Nevada, USA",1,1,19,25,48,32,23,31,1,1,100,100,1,0,0,0,0:26,1:01,10,22,7,3,2,0,15,11,2,4,2,10,52,88,36,12,10,0,78,44,10,16,10,40,,
TONY FERGUSON,YVES EDWARDS,03/12/2011,El Cucuy,-,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Mark Smith 27 - 30. Tony Weeks 27 - 30. Junichiro Kamijo 28 - 29.,Lightweight Bout,-,The Ultimate Fighter: Team Bisping vs Team Miller Finale,"Las Vegas, Nevada, USA",0,0,61,45,26,30,62,45,1,0,100,0,1,0,0,0,0:10,0:03,38,28,6,7,17,10,54,45,7,0,0,0,62,62,9,15,27,22,88,100,11,0,0,0,,
LOUIS GAUDINOT,JOHNNY BEDFORD,03/12/2011,Goodnight,Brutal,L,W,KO/TKO,3,1:58,3 Rnd (5-5-5),Steve Mazzagatti,Knees to Body On Ground,Bantamweight Bout,-,The Ultimate Fighter: Team Bisping vs Team Miller Finale,"Las Vegas, Nevada, USA",0,1,6,82,20,58,18,155,0,4,0,66,0,0,0,0,0:00,9:21,3,50,0,29,3,3,2,10,4,19,0,53,50,60,0,35,50,3,33,12,66,23,0,64,,
MARCUS BRIMAGE,STEPHEN BASS,03/12/2011,The Bama Beast,Bigfish,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,Adalaide Byrd 27 - 30. Tony Weeks 27 - 30. Junichiro Kamijo 28 - 29.,Featherweight Bout,-,The Ultimate Fighter: Team Bisping vs Team Miller Finale,"Las Vegas, Nevada, USA",0,0,88,73,44,52,99,78,1,0,100,0,0,0,0,0,0:42,0:24,61,39,13,24,14,10,79,59,9,13,0,1,69,53,14,32,15,13,89,80,10,17,0,1,,
ROLAND DELORME,JOSH FERGUSON,03/12/2011,-,Taz,W,L,Submission,3,0:22,3 Rnd (5-5-5),Chris Tognoni,Rear Naked Choke,Bantamweight Bout,-,The Ultimate Fighter: Team Bisping vs Team Miller Finale,"Las Vegas, Nevada, USA",1,0,36,34,67,58,86,50,2,0,40,0,2,0,1,1,1:28,4:59,16,25,15,7,5,2,21,27,8,2,7,5,44,73,41,20,13,5,58,79,22,5,19,14,,
STEVEN SILER,JOSH CLOPTON,03/12/2011,Super,The Gentleman,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Adalaide Byrd 28 - 29. Tony Weeks 28 - 29. Jeff Collins 28 - 29.,Featherweight Bout,-,The Ultimate Fighter: Team Bisping vs Team Miller Finale,"Las Vegas, Nevada, USA",0,0,72,43,54,69,133,84,0,4,0,66,2,0,0,0,0:23,7:45,36,18,30,13,6,12,22,17,50,20,0,6,50,41,41,30,8,27,30,39,69,46,0,13,,
BRYAN CARAWAY,DUSTIN NEACE,03/12/2011,Kid Lightning,The Beast,W,L,Submission,2,3:38,3 Rnd (5-5-5),Josh Rosenthal,Rear Naked Choke,Featherweight Bout,-,The Ultimate Fighter: Team Bisping vs Team Miller Finale,"Las Vegas, Nevada, USA",0,0,23,18,43,32,32,35,3,0,100,0,1,1,0,0,3:05,0:55,13,10,2,4,8,4,22,15,0,0,1,3,56,55,8,22,34,22,95,83,0,0,4,16,,
