winner,ref,diff_TD,diff_sub_att,diff_sig_str_leg_pct,diff_sig_str_head_pct,diff_total_str,diff_sig_str_distance_pct,diff_sig_str_body,diff_sig_str_pct,diff_KD,diff_sig_str_distance,diff_sig_str_ground,diff_sig_str_body_pct,diff_sig_str_clinch,diff_sig_str,diff_sig_str_head,diff_TD_pct,diff_sig_str_clinch_pct,diff_sig_str_leg,diff_sig_str_ground_pct
L,John McCarthy,2.0,-2.0,14.0,5.0,28.0,-5.0,-1.0,25.0,0.0,23.0,5.0,-20.0,-1.0,27.0,20.0,66.0,-3.0,8.0,8.0
W,Herb Dean,-1.0,1.0,0.0,-50.0,-1.0,-25.0,2.0,-5.0,0.0,-2.0,0.0,50.0,1.0,-1.0,-3.0,-100.0,25.0,0.0,0.0
W,Chris Tognoni,2.0,0.0,-3.0,8.0,-16.0,-13.0,-8.0,1.0,0.0,-26.0,4.0,-5.0,2.0,-20.0,-5.0,-20.0,7.0,-7.0,5.0
L,Herb Dean,-3.0,0.0,-8.0,6.0,16.0,-17.0,1.0,15.0,0.0,-5.0,7.0,2.0,0.0,2.0,4.0,5.0,-1.0,-3.0,17.0
L,Mario Yamasaki,-2.0,4.0,10.0,-4.0,30.0,12.0,-2.0,33.0,0.0,20.0,-6.0,-5.0,0.0,14.0,8.0,-17.0,0.0,8.0,-12.0
L,Dan Miragliotta,-3.0,0.0,31.0,-14.0,76.0,7.0,-6.0,-11.0,0.0,0.0,5.0,-18.0,-10.0,-5.0,-7.0,-19.0,-28.0,8.0,21.0
L,Jorge Alonso,0.0,-1.0,10.0,-32.0,-27.0,5.0,0.0,-21.0,0.0,-1.0,-25.0,23.0,-3.0,-29.0,-30.0,0.0,-7.0,1.0,3.0
W,John Hosegood,1.0,2.0,-2.0,-18.0,12.0,-5.0,12.0,-1.0,0.0,-1.0,0.0,20.0,3.0,2.0,-9.0,17.0,5.0,-1.0,0.0
L,Herb Dean,1.0,-1.0,1.0,-24.0,-99.0,49.0,0.0,-1.0,0.0,-4.0,-72.0,23.0,-2.0,-78.0,-71.0,0.0,7.0,-7.0,-55.0
L,Marc Goddard,1.0,0.0,2.0,-27.0,-14.0,21.0,6.0,7.0,-1.0,-2.0,-14.0,26.0,0.0,-16.0,-21.0,14.0,0.0,-1.0,-21.0
W,John McCarthy,1.0,1.0,0.0,-5.0,186.0,-44.0,2.0,31.0,0.0,2.0,39.0,4.0,4.0,45.0,43.0,-75.0,8.0,0.0,35.0
W,0,1.0,0.0,-43.0,45.0,19.0,-22.0,1.0,8.0,0.0,-3.0,9.0,-2.0,4.0,10.0,28.0,100.0,6.0,-19.0,15.0
W,Marc Goddard,2.0,0.0,-31.0,27.0,8.0,-24.0,5.0,19.0,0.0,-12.0,0.0,4.0,21.0,9.0,24.0,15.0,25.0,-20.0,0.0
W,Herb Dean,0.0,0.0,-10.0,36.0,73.0,-8.0,-3.0,30.0,0.0,32.0,6.0,-25.0,10.0,48.0,52.0,0.0,6.0,-1.0,1.0
L,John McCarthy,2.0,-1.0,-10.0,-20.0,-24.0,17.0,9.0,-4.0,0.0,-8.0,-11.0,30.0,-1.0,-20.0,-22.0,66.0,-1.0,-7.0,-15.0
L,Herb Dean,-1.0,0.0,-3.0,13.0,-103.0,2.0,-18.0,-6.0,0.0,-64.0,0.0,-9.0,-21.0,-85.0,-59.0,-33.0,-2.0,-8.0,0.0
W,Jason Herzog,-1.0,2.0,-14.0,-25.0,-17.0,-6.0,24.0,13.0,0.0,2.0,-2.0,38.0,9.0,9.0,-8.0,41.0,11.0,-7.0,-5.0
W,Jason Herzog,0.0,0.0,-4.0,-15.0,34.0,9.0,16.0,1.0,0.0,24.0,0.0,19.0,-1.0,23.0,7.0,0.0,-9.0,0.0,0.0
L,Chris Tognoni,-1.0,0.0,-6.0,-31.0,13.0,8.0,21.0,2.0,-1.0,17.0,-5.0,36.0,3.0,15.0,-4.0,-100.0,4.0,-2.0,-12.0
W,Herb Dean,8.0,4.0,-37.0,55.0,51.0,-33.0,8.0,37.0,0.0,19.0,21.0,-19.0,7.0,47.0,41.0,80.0,-5.0,-2.0,36.0
W,Mark Smith,0.0,1.0,0.0,-25.0,-21.0,5.0,2.0,26.0,0.0,1.0,2.0,25.0,0.0,3.0,1.0,0.0,0.0,0.0,-5.0
L,Marc Goddard,0.0,0.0,4.0,-34.0,-43.0,44.0,0.0,-35.0,0.0,3.0,-2.0,30.0,-25.0,-24.0,-20.0,-43.0,-40.0,-4.0,-3.0
L,Jason Herzog,1.0,0.0,13.0,-32.0,16.0,-8.0,8.0,-1.0,0.0,10.0,3.0,19.0,1.0,14.0,0.0,100.0,1.0,6.0,7.0
W,Mark Smith,1.0,0.0,9.0,41.0,3.0,-19.0,-10.0,0.0,0.0,-3.0,2.0,-51.0,2.0,1.0,9.0,100.0,9.0,2.0,9.0
W,Marc Goddard,0.0,2.0,0.0,-39.0,-17.0,-20.0,8.0,15.0,0.0,-5.0,0.0,39.0,4.0,-1.0,-9.0,89.0,20.0,0.0,0.0
W,Herb Dean,2.0,-1.0,18.0,-1.0,-79.0,4.0,-11.0,9.0,0.0,10.0,0.0,-18.0,-1.0,9.0,4.0,5.0,-5.0,16.0,0.0
L,Steve Perceval,-2.0,0.0,3.0,1.0,8.0,3.0,-3.0,9.0,-1.0,10.0,8.0,-5.0,-9.0,9.0,7.0,-13.0,-13.0,5.0,10.0
W,Herb Dean,1.0,0.0,-19.0,43.0,25.0,-39.0,-4.0,16.0,-1.0,-5.0,12.0,-23.0,0.0,7.0,15.0,16.0,-3.0,-4.0,41.0
L,Leon Roberts,1.0,0.0,-4.0,-24.0,-10.0,-10.0,16.0,-5.0,0.0,-2.0,-6.0,28.0,14.0,6.0,-8.0,4.0,23.0,-2.0,-12.0
W,Steve Perceval,-2.0,1.0,-5.0,12.0,-6.0,-12.0,-1.0,15.0,1.0,14.0,7.0,-7.0,2.0,23.0,25.0,75.0,1.0,-1.0,10.0
L,Steve Perceval,-1.0,0.0,14.0,4.0,23.0,0.0,-7.0,4.0,0.0,-4.0,2.0,-19.0,-5.0,-7.0,-2.0,-100.0,-10.0,2.0,10.0
W,Leon Roberts,4.0,0.0,-5.0,55.0,32.0,-36.0,-9.0,14.0,1.0,-4.0,21.0,-50.0,0.0,17.0,27.0,100.0,-22.0,-1.0,58.0
W,John McCarthy,4.0,0.0,-20.0,13.0,-5.0,-7.0,4.0,-3.0,-2.0,-4.0,-3.0,7.0,7.0,0.0,7.0,-24.0,13.0,-11.0,-5.0
W,Dan Miragliotta,2.0,0.0,47.0,-30.0,33.0,19.0,-3.0,18.0,0.0,26.0,-1.0,-18.0,2.0,27.0,3.0,0.0,-14.0,27.0,-5.0
L,Mario Yamasaki,-2.0,0.0,4.0,23.0,-32.0,20.0,-19.0,-11.0,0.0,-1.0,0.0,-25.0,-17.0,-18.0,1.0,-66.0,-19.0,0.0,0.0
W,Gary Copeland,1.0,0.0,1.0,-2.0,26.0,5.0,3.0,14.0,0.0,22.0,1.0,1.0,-1.0,22.0,12.0,33.0,-7.0,7.0,2.0
W,Dan Miragliotta,1.0,-1.0,-20.0,-6.0,86.0,-36.0,10.0,8.0,-1.0,-1.0,12.0,25.0,0.0,11.0,5.0,50.0,-4.0,-4.0,38.0
L,Herb Dean,-1.0,0.0,-13.0,0.0,-17.0,-5.0,0.0,-45.0,-1.0,-18.0,-3.0,13.0,0.0,-21.0,-16.0,-100.0,13.0,-5.0,-7.0
L,Steve Perceval,-1.0,0.0,8.0,-21.0,-50.0,24.0,4.0,1.0,0.0,-3.0,-11.0,14.0,-8.0,-22.0,-22.0,-50.0,-9.0,-4.0,-15.0
L,Herb Dean,-3.0,0.0,-41.0,32.0,-4.0,-5.0,5.0,13.0,0.0,10.0,6.0,9.0,1.0,17.0,17.0,43.0,3.0,-5.0,2.0
L,John Sharp,-6.0,0.0,23.0,-4.0,-8.0,10.0,-10.0,9.0,0.0,13.0,-5.0,-20.0,1.0,9.0,4.0,25.0,1.0,15.0,-11.0
W,Herb Dean,-4.0,0.0,-9.0,25.0,21.0,26.0,-4.0,16.0,0.0,28.0,0.0,-16.0,-7.0,21.0,28.0,-66.0,-26.0,-3.0,0.0
W,Mario Yamasaki,-1.0,0.0,-6.0,4.0,-25.0,5.0,2.0,-12.0,1.0,5.0,-2.0,3.0,3.0,6.0,6.0,-50.0,2.0,-2.0,-7.0
L,Keith Peterson,0.0,0.0,24.0,-23.0,-65.0,11.0,-9.0,-19.0,-2.0,-41.0,-6.0,0.0,-5.0,-52.0,-45.0,-60.0,-4.0,2.0,-7.0
W,Eduardo Herdy,0.0,0.0,2.0,-25.0,40.0,-19.0,23.0,5.0,0.0,21.0,0.0,22.0,19.0,40.0,10.0,0.0,19.0,7.0,0.0
L,Mario Yamasaki,0.0,0.0,21.0,-25.0,-31.0,-1.0,-3.0,-5.0,0.0,-30.0,0.0,4.0,0.0,-30.0,-38.0,0.0,1.0,11.0,0.0
L,Marc Goddard,4.0,-2.0,11.0,-49.0,-35.0,7.0,1.0,-26.0,0.0,-12.0,-31.0,39.0,0.0,-43.0,-45.0,44.0,5.0,1.0,-11.0
W,Leon Roberts,0.0,0.0,0.0,-16.0,16.0,19.0,9.0,-2.0,0.0,19.0,0.0,15.0,-5.0,14.0,4.0,8.0,-19.0,1.0,0.0
W,Kevin Sataki,-1.0,2.0,5.0,20.0,21.0,20.0,-6.0,7.0,0.0,16.0,0.0,-26.0,-3.0,13.0,16.0,-35.0,-19.0,3.0,-2.0
W,Leon Roberts,1.0,0.0,9.0,-20.0,24.0,-5.0,6.0,13.0,0.0,19.0,1.0,11.0,1.0,21.0,6.0,100.0,2.0,9.0,2.0
W,Piotr Michalak,1.0,0.0,0.0,9.0,109.0,-18.0,7.0,13.0,0.0,-2.0,40.0,-9.0,2.0,40.0,31.0,-60.0,-40.0,2.0,57.0
L,Kevin Sataki,-2.0,1.0,41.0,-32.0,-69.0,26.0,-6.0,-5.0,0.0,-1.0,-13.0,-10.0,-2.0,-16.0,-17.0,-66.0,3.0,7.0,-29.0
W,Marc Goddard,6.0,2.0,-6.0,4.0,71.0,-48.0,2.0,-6.0,0.0,-7.0,26.0,3.0,-2.0,17.0,16.0,-37.0,-12.0,-1.0,62.0
L,Piotr Michalak,1.0,-1.0,49.0,-52.0,-132.0,34.0,-8.0,-15.0,0.0,0.0,-90.0,3.0,1.0,-89.0,-84.0,10.0,12.0,3.0,-46.0
W,Herb Dean,0.0,0.0,5.0,6.0,89.0,-24.0,-12.0,2.0,-1.0,-16.0,3.0,-12.0,33.0,20.0,23.0,6.0,22.0,9.0,2.0
W,Herb Dean,1.0,0.0,-7.0,18.0,28.0,2.0,0.0,17.0,0.0,26.0,0.0,-13.0,1.0,27.0,28.0,16.0,-3.0,-1.0,0.0
W,Kerry Hatley,0.0,0.0,0.0,-4.0,17.0,-5.0,5.0,7.0,0.0,14.0,0.0,4.0,3.0,17.0,10.0,0.0,5.0,2.0,0.0
L,Frank Collazo,-2.0,-2.0,5.0,-8.0,-23.0,18.0,0.0,5.0,0.0,4.0,-9.0,4.0,1.0,-4.0,-5.0,50.0,7.0,1.0,-25.0
W,Kerry Hatley,1.0,0.0,19.0,-22.0,-18.0,26.0,10.0,26.0,0.0,29.0,4.0,2.0,0.0,33.0,13.0,-11.0,-20.0,10.0,-6.0
L,Joe Solis,-3.0,1.0,24.0,-57.0,-26.0,41.0,12.0,16.0,-1.0,15.0,-19.0,32.0,4.0,0.0,-21.0,-75.0,10.0,9.0,-51.0
W,Kerry Hatley,-5.0,0.0,-25.0,37.0,4.0,-18.0,3.0,4.0,0.0,1.0,22.0,-13.0,10.0,33.0,32.0,-38.0,24.0,-2.0,-7.0
W,Steve Perceval,0.0,0.0,-1.0,-9.0,14.0,2.0,9.0,2.0,0.0,16.0,0.0,9.0,-1.0,15.0,6.0,0.0,-2.0,0.0,0.0
W,Neil Swailes,0.0,0.0,-14.0,19.0,-9.0,-3.0,6.0,2.0,0.0,12.0,0.0,-4.0,11.0,23.0,24.0,0.0,4.0,-7.0,0.0
W,Neil Swailes,-1.0,1.0,-3.0,13.0,-3.0,-12.0,-9.0,-10.0,0.0,-38.0,-4.0,-8.0,3.0,-39.0,-25.0,-100.0,7.0,-5.0,5.0
W,Neil Swailes,2.0,-1.0,30.0,-39.0,-4.0,5.0,1.0,12.0,0.0,-1.0,-3.0,9.0,-1.0,-5.0,-13.0,18.0,5.0,7.0,-10.0
W,Herb Dean,3.0,0.0,-15.0,37.0,55.0,-5.0,-5.0,4.0,0.0,19.0,0.0,-22.0,11.0,30.0,41.0,-3.0,5.0,-6.0,0.0
L,Herb Dean,-3.0,1.0,5.0,-20.0,-123.0,55.0,-2.0,-10.0,0.0,-5.0,-57.0,17.0,-2.0,-64.0,-59.0,0.0,10.0,-3.0,-64.0
W,John McCarthy,3.0,0.0,-8.0,-26.0,99.0,-27.0,29.0,-7.0,0.0,3.0,7.0,33.0,33.0,43.0,14.0,42.0,18.0,0.0,9.0
L,Herb Dean,2.0,0.0,12.0,-17.0,-7.0,22.0,2.0,2.0,0.0,9.0,-2.0,5.0,-7.0,0.0,-7.0,-20.0,-17.0,5.0,-4.0
L,John McCarthy,0.0,-1.0,-12.0,23.0,63.0,-15.0,1.0,-2.0,1.0,15.0,14.0,-11.0,3.0,32.0,35.0,25.0,-1.0,-4.0,16.0
W,Yves Lavigne,1.0,0.0,-44.0,52.0,95.0,-26.0,1.0,2.0,0.0,19.0,15.0,-9.0,5.0,39.0,49.0,-31.0,4.0,-11.0,22.0
W,Jerin Valel,-1.0,0.0,0.0,23.0,57.0,-35.0,-9.0,15.0,1.0,-8.0,20.0,-21.0,3.0,15.0,22.0,-100.0,2.0,2.0,33.0
L,Yves Lavigne,2.0,-1.0,0.0,50.0,10.0,40.0,-2.0,-16.0,0.0,2.0,0.0,-50.0,-1.0,1.0,3.0,100.0,-25.0,0.0,-15.0
W,Adam Cheadle,-1.0,0.0,6.0,-23.0,7.0,25.0,9.0,4.0,0.0,14.0,-8.0,18.0,-3.0,3.0,-9.0,-39.0,-7.0,3.0,-17.0
W,Adam Cheadle,0.0,0.0,9.0,19.0,23.0,-21.0,-3.0,8.0,0.0,8.0,11.0,-27.0,3.0,22.0,17.0,26.0,2.0,8.0,18.0
W,John McCarthy,5.0,1.0,0.0,30.0,92.0,-43.0,-7.0,12.0,0.0,-8.0,36.0,-31.0,-5.0,23.0,30.0,55.0,-23.0,0.0,65.0
W,Herb Dean,-1.0,1.0,0.0,8.0,-33.0,-17.0,-3.0,10.0,0.0,-6.0,6.0,-8.0,-7.0,-7.0,-4.0,-35.0,-17.0,0.0,35.0
W,John McCarthy,2.0,2.0,-17.0,37.0,8.0,9.0,-15.0,1.0,0.0,11.0,0.0,-19.0,-6.0,5.0,34.0,63.0,-9.0,-14.0,0.0
W,Herb Dean,-2.0,1.0,-12.0,8.0,29.0,-29.0,10.0,-5.0,0.0,-2.0,4.0,5.0,23.0,25.0,19.0,-17.0,24.0,-4.0,5.0
W,Herb Dean,2.0,1.0,34.0,-44.0,6.0,-4.0,3.0,12.0,0.0,1.0,5.0,9.0,-3.0,3.0,-8.0,26.0,-19.0,8.0,21.0
W,Osiris Maia,-3.0,-1.0,2.0,14.0,54.0,-11.0,-4.0,14.0,0.0,2.0,16.0,-16.0,-5.0,13.0,15.0,-75.0,-15.0,2.0,26.0
W,John McCarthy,-1.0,0.0,12.0,-16.0,-17.0,5.0,0.0,3.0,1.0,0.0,-13.0,4.0,10.0,-3.0,-5.0,-33.0,62.0,2.0,-67.0
W,Mario Yamasaki,4.0,0.0,-34.0,35.0,33.0,0.0,5.0,7.0,0.0,38.0,1.0,-1.0,2.0,41.0,60.0,100.0,-2.0,-24.0,0.0
W,John McCarthy,2.0,1.0,0.0,5.0,-7.0,-6.0,-1.0,-6.0,0.0,-1.0,2.0,-6.0,-1.0,0.0,1.0,66.0,-6.0,0.0,11.0
W,Herb Dean,0.0,0.0,1.0,18.0,75.0,-48.0,-2.0,32.0,0.0,-2.0,43.0,-19.0,1.0,42.0,41.0,80.0,1.0,3.0,45.0
L,Osiris Maia,-3.0,0.0,1.0,29.0,-5.0,-16.0,-14.0,-28.0,0.0,-11.0,3.0,-30.0,-11.0,-19.0,-4.0,-51.0,-25.0,-1.0,41.0
W,Herb Dean,0.0,0.0,-8.0,21.0,105.0,-1.0,0.0,21.0,0.0,43.0,1.0,-14.0,11.0,55.0,53.0,0.0,0.0,2.0,0.0
W,Robert Madrigal,0.0,0.0,1.0,-17.0,14.0,5.0,13.0,16.0,0.0,19.0,0.0,15.0,-2.0,17.0,-3.0,0.0,-4.0,7.0,0.0
L,Robert Madrigal,1.0,0.0,20.0,-19.0,6.0,-2.0,1.0,6.0,-1.0,8.0,0.0,-1.0,1.0,9.0,1.0,100.0,2.0,7.0,0.0
W,Herb Dean,2.0,0.0,13.0,-16.0,10.0,-1.0,3.0,7.0,0.0,9.0,0.0,3.0,1.0,10.0,-1.0,66.0,2.0,8.0,-1.0
L,Yves Lavigne,0.0,0.0,1.0,-10.0,-14.0,9.0,4.0,-4.0,0.0,-3.0,0.0,9.0,-6.0,-9.0,-13.0,0.0,-9.0,0.0,0.0
L,Yves Lavigne,6.0,-2.0,-15.0,17.0,3.0,17.0,1.0,-5.0,0.0,6.0,-2.0,-3.0,5.0,9.0,11.0,100.0,4.0,-3.0,-23.0
L,Herb Dean,0.0,2.0,-1.0,-12.0,-29.0,6.0,4.0,-3.0,0.0,-7.0,-13.0,13.0,7.0,-13.0,-16.0,16.0,20.0,-1.0,-26.0
W,Leon Roberts,0.0,0.0,-3.0,36.0,8.0,-20.0,-6.0,20.0,1.0,3.0,10.0,-34.0,-1.0,12.0,18.0,0.0,-8.0,0.0,27.0
W,Leon Roberts,-3.0,-1.0,18.0,-25.0,27.0,-6.0,4.0,-7.0,0.0,4.0,4.0,6.0,0.0,8.0,-4.0,-27.0,0.0,8.0,5.0
L,Herb Dean,1.0,-2.0,-8.0,-10.0,-66.0,12.0,-3.0,-22.0,-1.0,-31.0,-18.0,18.0,-1.0,-50.0,-34.0,16.0,5.0,-13.0,-16.0
L,Herb Dean,-4.0,-2.0,-6.0,5.0,-9.0,-1.0,-1.0,4.0,-1.0,-5.0,-3.0,0.0,2.0,-6.0,-2.0,12.0,8.0,-3.0,-6.0
W,Herb Dean,1.0,0.0,11.0,-19.0,29.0,-5.0,7.0,25.0,0.0,14.0,7.0,8.0,1.0,22.0,8.0,100.0,-7.0,7.0,12.0
W,Jason Herzog,1.0,3.0,-19.0,28.0,-6.0,-63.0,-2.0,-19.0,0.0,-13.0,6.0,-8.0,1.0,-6.0,0.0,89.0,14.0,-4.0,50.0
W,John McCarthy,3.0,-1.0,-1.0,-16.0,135.0,-49.0,9.0,23.0,0.0,2.0,33.0,18.0,-3.0,32.0,20.0,75.0,-16.0,3.0,66.0
L,John McCarthy,-3.0,-2.0,30.0,-57.0,-39.0,42.0,8.0,5.0,-1.0,2.0,-22.0,27.0,-12.0,-32.0,-50.0,-100.0,-11.0,10.0,-30.0
L,John McCarthy,-1.0,0.0,-5.0,-5.0,-15.0,-40.0,-1.0,-22.0,-1.0,-11.0,-7.0,10.0,3.0,-15.0,-13.0,-33.0,75.0,-1.0,-35.0
L,Herb Dean,-2.0,-3.0,23.0,-16.0,-83.0,22.0,-13.0,-45.0,0.0,-19.0,-13.0,-6.0,-7.0,-39.0,-22.0,0.0,6.0,-4.0,-27.0
L,Herb Dean,-2.0,0.0,0.0,10.0,-13.0,-10.0,-2.0,-18.0,1.0,-2.0,-2.0,-10.0,2.0,-2.0,0.0,13.0,20.0,0.0,-10.0
L,Kim Winslow,-1.0,1.0,7.0,-40.0,-120.0,23.0,4.0,-25.0,0.0,-2.0,-27.0,35.0,3.0,-26.0,-31.0,-33.0,31.0,1.0,-52.0
W,Yves Lavigne,-3.0,3.0,12.0,-39.0,71.0,-38.0,17.0,32.0,0.0,11.0,21.0,26.0,9.0,41.0,17.0,0.0,11.0,7.0,27.0
L,Marc Goddard,1.0,0.0,1.0,-3.0,27.0,20.0,0.0,-10.0,-2.0,5.0,-3.0,1.0,-5.0,-3.0,-3.0,16.0,-12.0,0.0,-7.0
W,Marc Goddard,1.0,1.0,4.0,-9.0,2.0,-23.0,3.0,27.0,0.0,2.0,1.0,6.0,6.0,9.0,5.0,100.0,20.0,1.0,4.0
L,John McCarthy,0.0,1.0,15.0,-48.0,-16.0,-11.0,15.0,-3.0,0.0,-7.0,-1.0,34.0,5.0,-3.0,-24.0,0.0,13.0,6.0,-2.0
W,Jorge Alonso,4.0,1.0,-6.0,-16.0,37.0,-31.0,11.0,25.0,0.0,13.0,9.0,22.0,6.0,28.0,17.0,50.0,15.0,0.0,17.0
W,John McCarthy,1.0,1.0,3.0,-20.0,-36.0,36.0,-2.0,-5.0,0.0,-7.0,-7.0,17.0,-6.0,-20.0,-12.0,5.0,-16.0,-6.0,-18.0
W,Herb Dean,5.0,2.0,19.0,-6.0,-1.0,28.0,-3.0,-25.0,0.0,1.0,-9.0,-13.0,-4.0,-12.0,-9.0,31.0,2.0,0.0,-29.0
W,Jorge Alonso,1.0,0.0,-6.0,6.0,2.0,40.0,2.0,21.0,0.0,14.0,-5.0,0.0,-2.0,7.0,5.0,4.0,-17.0,0.0,-23.0
W,Wolf Menninger,2.0,1.0,-33.0,0.0,4.0,0.0,2.0,21.0,0.0,3.0,0.0,33.0,0.0,3.0,1.0,100.0,0.0,0.0,0.0
W,Kevin Sataki,1.0,0.0,1.0,3.0,27.0,-2.0,3.0,12.0,0.0,26.0,0.0,-5.0,2.0,28.0,20.0,33.0,2.0,5.0,0.0
L,Wolf Menninger,1.0,-1.0,8.0,-9.0,52.0,-21.0,2.0,23.0,0.0,2.0,2.0,1.0,8.0,12.0,7.0,25.0,21.0,3.0,0.0
L,Marc Goddard,3.0,0.0,3.0,-34.0,-82.0,42.0,-4.0,-27.0,0.0,-11.0,-18.0,31.0,-22.0,-51.0,-44.0,47.0,-13.0,-3.0,-29.0
W,Leon Roberts,0.0,0.0,0.0,-18.0,-1.0,9.0,2.0,16.0,2.0,1.0,1.0,18.0,-2.0,0.0,-2.0,0.0,-18.0,0.0,9.0
L,Kevin Sataki,2.0,0.0,4.0,-17.0,76.0,-18.0,5.0,13.0,0.0,2.0,6.0,13.0,3.0,11.0,3.0,66.0,-2.0,3.0,20.0
W,Wolf Menninger,-1.0,0.0,-56.0,59.0,50.0,-61.0,2.0,12.0,1.0,-5.0,6.0,-2.0,14.0,15.0,21.0,-16.0,42.0,-8.0,19.0
L,Herb Dean,3.0,-1.0,26.0,-21.0,16.0,-9.0,-6.0,-3.0,0.0,-14.0,0.0,-6.0,6.0,-8.0,-25.0,47.0,9.0,23.0,0.0
L,John McCarthy,-3.0,0.0,-22.0,38.0,50.0,4.0,-4.0,-20.0,0.0,7.0,0.0,-15.0,-1.0,6.0,17.0,-27.0,-4.0,-7.0,0.0
W,Dan Miragliotta,1.0,0.0,10.0,25.0,102.0,-22.0,2.0,17.0,0.0,23.0,13.0,-35.0,5.0,41.0,33.0,50.0,0.0,6.0,22.0
W,Mario Yamasaki,-4.0,2.0,8.0,-18.0,30.0,11.0,7.0,7.0,0.0,16.0,-3.0,10.0,4.0,17.0,3.0,65.0,7.0,7.0,-18.0
W,Mario Yamasaki,1.0,0.0,3.0,-19.0,74.0,-4.0,12.0,10.0,0.0,9.0,-1.0,15.0,6.0,14.0,0.0,6.0,6.0,2.0,-2.0
L,John McCarthy,-4.0,0.0,41.0,-34.0,-15.0,8.0,-4.0,9.0,0.0,-2.0,0.0,-8.0,-4.0,-6.0,-15.0,-57.0,-9.0,13.0,0.0
W,Robbie Scheureumann,4.0,0.0,22.0,-14.0,14.0,4.0,-1.0,23.0,0.0,4.0,2.0,-7.0,-2.0,4.0,-2.0,57.0,-11.0,7.0,6.0
L,Kevin MacDonald,1.0,-1.0,9.0,8.0,-26.0,31.0,-17.0,-23.0,-1.0,6.0,-22.0,-18.0,-11.0,-27.0,-12.0,-30.0,-3.0,2.0,-27.0
L,Fernando Yamasaki,0.0,0.0,61.0,-47.0,-2.0,-50.0,-4.0,-4.0,0.0,-13.0,-8.0,-16.0,18.0,-3.0,-12.0,0.0,81.0,13.0,-32.0
W,Camila Albuquerque,4.0,0.0,-28.0,48.0,-9.0,26.0,-6.0,-4.0,1.0,2.0,2.0,-21.0,-11.0,-7.0,7.0,80.0,-38.0,-8.0,12.0
L,Fernando Yamasaki,-6.0,0.0,-24.0,30.0,11.0,12.0,1.0,14.0,0.0,17.0,0.0,-7.0,-1.0,16.0,23.0,-60.0,-10.0,-8.0,-1.0
W,Camila Albuquerque,3.0,0.0,22.0,-26.0,87.0,-41.0,4.0,21.0,0.0,9.0,12.0,5.0,7.0,28.0,13.0,100.0,12.0,11.0,29.0
L,Fernando Yamasaki,0.0,0.0,8.0,-9.0,2.0,17.0,-2.0,-13.0,-1.0,2.0,-7.0,0.0,0.0,-5.0,-4.0,0.0,10.0,1.0,-26.0
L,John McCarthy,-2.0,-3.0,4.0,-8.0,-42.0,44.0,1.0,-10.0,1.0,10.0,-14.0,5.0,4.0,0.0,-2.0,13.0,17.0,1.0,-61.0
W,John McCarthy,4.0,0.0,9.0,22.0,61.0,-9.0,-9.0,1.0,0.0,5.0,18.0,-31.0,-2.0,21.0,21.0,66.0,-17.0,9.0,25.0
W,Herb Dean,2.0,0.0,-15.0,4.0,-7.0,-22.0,2.0,-12.0,0.0,-12.0,0.0,11.0,6.0,-6.0,-1.0,66.0,22.0,-7.0,0.0
W,Jason Herzog,1.0,1.0,-32.0,41.0,114.0,-42.0,-1.0,23.0,0.0,-7.0,19.0,-10.0,-2.0,10.0,17.0,12.0,-22.0,-6.0,63.0
L,Mark Smith,0.0,0.0,-23.0,1.0,-16.0,27.0,9.0,15.0,0.0,10.0,0.0,21.0,-12.0,-2.0,0.0,24.0,-27.0,-11.0,0.0
W,Mark Smith,0.0,0.0,-12.0,0.0,-8.0,16.0,16.0,12.0,0.0,34.0,-1.0,12.0,-4.0,29.0,14.0,36.0,-14.0,-1.0,-2.0
W,Steve Perceval,5.0,0.0,27.0,-22.0,41.0,-20.0,4.0,0.0,0.0,16.0,2.0,-4.0,17.0,35.0,6.0,38.0,18.0,25.0,2.0
W,Greg Kleynjans,4.0,0.0,-28.0,34.0,125.0,-61.0,7.0,46.0,0.0,13.0,34.0,-6.0,0.0,47.0,35.0,100.0,0.0,5.0,60.0
W,Terry Hill,8.0,0.0,0.0,21.0,-55.0,4.0,-10.0,6.0,0.0,-2.0,10.0,-22.0,-15.0,-7.0,3.0,6.0,-33.0,0.0,30.0
W,Greg Kleynjans,4.0,-1.0,-29.0,7.0,-2.0,22.0,1.0,2.0,0.0,2.0,-10.0,23.0,-9.0,-17.0,-8.0,-16.0,3.0,-10.0,-25.0
L,Terry Hill,-7.0,0.0,21.0,-25.0,-27.0,26.0,3.0,-6.0,0.0,10.0,-5.0,5.0,0.0,5.0,-6.0,-53.0,-8.0,8.0,-18.0
L,Greg Kleynjans,-2.0,-1.0,10.0,-20.0,28.0,25.0,2.0,3.0,0.0,5.0,-2.0,10.0,-3.0,0.0,-4.0,23.0,-15.0,2.0,-10.0
L,Greg Kleynjans,1.0,-3.0,10.0,-23.0,-4.0,14.0,4.0,8.0,-1.0,5.0,-7.0,12.0,6.0,4.0,-3.0,-34.0,19.0,3.0,-33.0
L,Terry Hill,-1.0,0.0,31.0,-31.0,40.0,-28.0,5.0,39.0,0.0,14.0,7.0,0.0,22.0,43.0,17.0,-16.0,15.0,21.0,13.0
