winner,ref,diff_TD,diff_sub_att,diff_sig_str_leg_pct,diff_sig_str_head_pct,diff_total_str,diff_sig_str_distance_pct,diff_sig_str_body,diff_sig_str_pct,diff_KD,diff_sig_str_distance,diff_sig_str_ground,diff_sig_str_body_pct,diff_sig_str_clinch,diff_sig_str,diff_sig_str_head,diff_TD_pct,diff_sig_str_clinch_pct,diff_sig_str_leg,diff_sig_str_ground_pct
L,Dan Miragliotta,0.0,-2.0,0.0,-2.0,-4.0,-9.0,0.0,-19.0,0.0,-1.0,1.0,2.0,-1.0,-1.0,-1.0,0.0,-12.0,0.0,21.0
L,Dan Miragliotta,3.0,1.0,-5.0,5.0,-26.0,27.0,-1.0,0.0,-1.0,-4.0,-16.0,2.0,0.0,-20.0,-14.0,-20.0,2.0,-5.0,-28.0
L,Dave Hagen,4.0,-2.0,-11.0,17.0,19.0,-7.0,-3.0,13.0,0.0,-9.0,1.0,-5.0,-2.0,-10.0,-3.0,-17.0,-2.0,-4.0,9.0
L,Dave Hagen,-2.0,0.0,12.0,2.0,-69.0,52.0,-7.0,-20.0,0.0,5.0,-34.0,-13.0,-2.0,-31.0,-24.0,17.0,8.0,0.0,-60.0
L,Dan Miragliotta,-4.0,0.0,-6.0,-25.0,46.0,-24.0,14.0,20.0,0.0,18.0,2.0,31.0,11.0,31.0,15.0,-66.0,25.0,2.0,-1.0
W,Mario Yamasaki,2.0,0.0,-4.0,44.0,76.0,23.0,21.0,6.0,0.0,25.0,27.0,-40.0,18.0,70.0,47.0,100.0,-56.0,2.0,32.0
W,John McCarthy,0.0,0.0,-21.0,44.0,-8.0,-33.0,-5.0,10.0,1.0,-4.0,5.0,-22.0,8.0,9.0,18.0,0.0,19.0,-4.0,13.0
L,Osiris Maia,-4.0,0.0,-13.0,8.0,-24.0,-8.0,-2.0,-2.0,0.0,-23.0,-1.0,6.0,3.0,-21.0,-6.0,-46.0,8.0,-13.0,0.0
W,Fernando Portella,6.0,1.0,5.0,-10.0,-102.0,65.0,-1.0,-3.0,0.0,4.0,-15.0,5.0,1.0,-10.0,-6.0,38.0,10.0,-3.0,-75.0
W,Camila Albuquerque,1.0,2.0,35.0,-28.0,-64.0,14.0,-2.0,3.0,0.0,-2.0,-1.0,-5.0,-2.0,-5.0,-5.0,33.0,-11.0,2.0,-3.0
W,Jacob Montalvo,3.0,2.0,-8.0,17.0,122.0,-2.0,2.0,14.0,0.0,68.0,10.0,-9.0,8.0,86.0,89.0,33.0,-1.0,-5.0,3.0
L,Jacob Montalvo,1.0,-1.0,34.0,-14.0,42.0,-16.0,-2.0,11.0,0.0,2.0,3.0,-21.0,4.0,9.0,3.0,-8.0,5.0,8.0,11.0
W,Gary Copeland,5.0,1.0,-29.0,22.0,38.0,-61.0,4.0,25.0,0.0,-4.0,24.0,7.0,2.0,22.0,22.0,83.0,5.0,-4.0,56.0
L,Leon Roberts,0.0,-1.0,12.0,-18.0,-61.0,26.0,-1.0,-3.0,0.0,6.0,-22.0,6.0,1.0,-15.0,-18.0,0.0,14.0,4.0,-40.0
W,Marc Goddard,4.0,0.0,1.0,22.0,84.0,-55.0,-5.0,19.0,0.0,-9.0,32.0,-22.0,-1.0,22.0,25.0,80.0,-6.0,2.0,63.0
W,Neil Hall,0.0,0.0,0.0,26.0,4.0,34.0,-2.0,8.0,0.0,7.0,-1.0,-26.0,-2.0,4.0,6.0,0.0,-22.0,0.0,-11.0
W,Lukasz Bosacki,2.0,0.0,-2.0,-25.0,4.0,0.0,3.0,-8.0,0.0,-18.0,0.0,28.0,-2.0,-20.0,-22.0,40.0,0.0,-1.0,0.0
W,Leon Roberts,3.0,1.0,-8.0,23.0,35.0,-9.0,1.0,24.0,1.0,12.0,15.0,-15.0,-3.0,24.0,21.0,60.0,-21.0,2.0,30.0
L,Leon Roberts,-1.0,2.0,-10.0,-23.0,-72.0,-2.0,0.0,-22.0,0.0,-34.0,0.0,33.0,-17.0,-51.0,-31.0,-16.0,1.0,-20.0,1.0
W,Neil Hall,2.0,0.0,28.0,6.0,9.0,-14.0,-10.0,-5.0,0.0,-8.0,6.0,-33.0,-3.0,-5.0,-1.0,20.0,-10.0,6.0,25.0
L,John McCarthy,3.0,1.0,-2.0,20.0,-5.0,-11.0,-18.0,-9.0,0.0,-25.0,8.0,-19.0,-9.0,-26.0,-6.0,75.0,-8.0,-2.0,17.0
L,Dan Miragliotta,0.0,0.0,-36.0,20.0,15.0,-7.0,11.0,4.0,0.0,9.0,0.0,16.0,5.0,14.0,16.0,-22.0,7.0,-13.0,0.0
L,Kevin Dornan,0.0,0.0,8.0,-36.0,-26.0,4.0,16.0,-3.0,-1.0,0.0,-9.0,29.0,5.0,-4.0,-24.0,-8.0,10.0,4.0,-14.0
W,Yves Lavigne,5.0,0.0,-6.0,34.0,-40.0,9.0,-8.0,-8.0,0.0,2.0,1.0,-28.0,-4.0,-1.0,9.0,35.0,-13.0,-2.0,3.0
L,John McCarthy,1.0,0.0,-19.0,5.0,55.0,-30.0,24.0,-9.0,-3.0,-49.0,1.0,15.0,50.0,2.0,9.0,14.0,30.0,-31.0,0.0
L,Herb Dean,0.0,-1.0,11.0,-13.0,-29.0,-6.0,-7.0,-28.0,-1.0,-24.0,-3.0,3.0,-1.0,-28.0,-16.0,-80.0,5.0,-5.0,0.0
W,Herb Dean,2.0,1.0,-37.0,21.0,47.0,-42.0,9.0,22.0,0.0,-3.0,8.0,16.0,13.0,18.0,13.0,40.0,17.0,-4.0,24.0
W,Mark Smith,0.0,0.0,29.0,-36.0,0.0,5.0,5.0,13.0,0.0,12.0,-1.0,6.0,0.0,11.0,-12.0,0.0,-2.0,18.0,-2.0
L,Dan Miragliotta,0.0,-1.0,0.0,-25.0,-29.0,5.0,1.0,-27.0,0.0,-1.0,-5.0,25.0,0.0,-6.0,-7.0,-50.0,0.0,0.0,-5.0
W,Herb Dean,0.0,0.0,22.0,-22.0,59.0,-3.0,8.0,4.0,0.0,49.0,7.0,0.0,2.0,58.0,17.0,-50.0,-1.0,33.0,5.0
W,Dan Miragliotta,3.0,1.0,4.0,24.0,81.0,-33.0,-3.0,12.0,1.0,-3.0,28.0,-29.0,2.0,27.0,28.0,-34.0,-30.0,2.0,63.0
W,Dan Miragliotta,4.0,1.0,13.0,-18.0,10.0,-19.0,-1.0,3.0,0.0,-8.0,0.0,5.0,0.0,-8.0,-9.0,26.0,19.0,2.0,0.0
W,John McCarthy,-2.0,1.0,-31.0,24.0,40.0,-26.0,8.0,39.0,0.0,19.0,19.0,6.0,6.0,44.0,39.0,75.0,3.0,-3.0,23.0
W,Blake Grice,-5.0,0.0,25.0,-15.0,-22.0,-14.0,0.0,17.0,1.0,3.0,0.0,-11.0,6.0,9.0,1.0,-35.0,16.0,8.0,-3.0
L,Blake Grice,1.0,0.0,27.0,-48.0,-77.0,17.0,1.0,-7.0,-1.0,-41.0,-13.0,21.0,-7.0,-61.0,-70.0,0.0,-6.0,8.0,-11.0
W,John McCarthy,1.0,0.0,39.0,-48.0,21.0,0.0,7.0,11.0,0.0,16.0,2.0,10.0,-1.0,17.0,-12.0,100.0,-2.0,22.0,2.0
L,Robert Madrigal,1.0,0.0,35.0,-23.0,7.0,5.0,-5.0,6.0,-1.0,5.0,-1.0,-12.0,-1.0,3.0,-8.0,25.0,-2.0,16.0,-3.0
W,Herb Dean,2.0,0.0,-38.0,-2.0,126.0,-17.0,27.0,28.0,0.0,2.0,38.0,40.0,6.0,46.0,22.0,25.0,-50.0,-3.0,65.0
L,John McCarthy,3.0,0.0,-15.0,26.0,-46.0,5.0,-9.0,8.0,0.0,-30.0,-3.0,-10.0,-2.0,-35.0,-8.0,-10.0,-2.0,-18.0,-2.0
W,Robert Madrigal,1.0,1.0,-14.0,23.0,11.0,-22.0,0.0,5.0,0.0,-2.0,11.0,-8.0,-3.0,6.0,8.0,14.0,-30.0,-2.0,53.0
W,John McCarthy,2.0,0.0,-27.0,32.0,75.0,-61.0,4.0,22.0,0.0,-7.0,24.0,-6.0,4.0,21.0,21.0,100.0,-2.0,-4.0,63.0
L,Kevin MacDonald,3.0,2.0,12.0,-9.0,-40.0,-13.0,-3.0,-42.0,0.0,-8.0,-9.0,-3.0,-1.0,-18.0,-16.0,-43.0,5.0,1.0,9.0
L,Herb Dean,2.0,-1.0,31.0,-37.0,3.0,18.0,3.0,21.0,-1.0,10.0,-8.0,6.0,1.0,3.0,-14.0,100.0,2.0,14.0,-19.0
L,Kevin MacDonald,1.0,0.0,-4.0,13.0,20.0,-17.0,-5.0,-6.0,0.0,-13.0,5.0,-10.0,1.0,-7.0,1.0,25.0,4.0,-3.0,13.0
W,Kevin MacDonald,2.0,1.0,11.0,-21.0,65.0,-6.0,9.0,23.0,1.0,12.0,8.0,10.0,5.0,25.0,10.0,89.0,-3.0,6.0,8.0
W,Bobby  Wombacher,2.0,-1.0,-13.0,20.0,83.0,-30.0,3.0,12.0,0.0,12.0,13.0,-6.0,1.0,26.0,21.0,-50.0,2.0,2.0,28.0
L,Herb Dean,1.0,-1.0,9.0,-12.0,-106.0,19.0,0.0,-10.0,0.0,2.0,-3.0,3.0,0.0,-1.0,-2.0,9.0,2.0,1.0,-21.0
L,Dan Miragliotta,1.0,0.0,8.0,1.0,-44.0,-9.0,-14.0,-5.0,0.0,-56.0,0.0,-8.0,2.0,-54.0,-38.0,20.0,9.0,-2.0,0.0
W,Mark Smith,1.0,0.0,6.0,0.0,20.0,2.0,-1.0,-3.0,0.0,15.0,1.0,-7.0,-1.0,15.0,8.0,20.0,-3.0,8.0,1.0
W,Marc Goddard,-4.0,-1.0,-8.0,12.0,80.0,-41.0,1.0,18.0,0.0,2.0,12.0,-5.0,11.0,25.0,24.0,-40.0,19.0,0.0,22.0
W,John McCarthy,-3.0,0.0,15.0,-27.0,93.0,9.0,30.0,11.0,-1.0,100.0,-5.0,12.0,18.0,113.0,55.0,20.0,0.0,28.0,-10.0
L,Dan Miragliotta,-1.0,0.0,3.0,-18.0,-40.0,4.0,-3.0,-7.0,0.0,-12.0,-5.0,13.0,-9.0,-26.0,-21.0,-16.0,2.0,-2.0,-6.0
W,Jason Herzog,1.0,0.0,13.0,-21.0,-5.0,-41.0,2.0,11.0,0.0,-14.0,8.0,8.0,4.0,-2.0,-8.0,14.0,15.0,4.0,26.0
L,Chris Tognoni,0.0,0.0,-7.0,30.0,-20.0,0.0,-10.0,-21.0,0.0,-10.0,0.0,-23.0,0.0,-10.0,6.0,0.0,0.0,-6.0,0.0
L,Dan Miragliotta,0.0,0.0,3.0,-29.0,-101.0,18.0,10.0,-18.0,0.0,0.0,-15.0,25.0,1.0,-14.0,-24.0,0.0,7.0,0.0,-24.0
W,Chris Tognoni,-1.0,0.0,-44.0,63.0,-4.0,-64.0,-1.0,-15.0,0.0,-3.0,5.0,-20.0,-1.0,1.0,4.0,0.0,-20.0,-2.0,83.0
L,Herb Dean,-1.0,0.0,2.0,0.0,-37.0,39.0,-6.0,-28.0,0.0,-10.0,-3.0,-1.0,-20.0,-33.0,-25.0,-33.0,-32.0,-2.0,-6.0
W,Mark Smith,0.0,0.0,-3.0,-17.0,46.0,4.0,19.0,24.0,-1.0,25.0,-1.0,19.0,0.0,24.0,-1.0,0.0,-2.0,6.0,-3.0
W,Jason Herzog,1.0,1.0,-7.0,4.0,1.0,-39.0,0.0,-3.0,0.0,-6.0,3.0,3.0,2.0,-1.0,0.0,20.0,16.0,-1.0,23.0
W,Yves Lavigne,2.0,1.0,-3.0,21.0,35.0,-32.0,-3.0,12.0,3.0,3.0,17.0,-17.0,7.0,27.0,25.0,66.0,8.0,5.0,23.0
W,Herb Dean,1.0,0.0,1.0,6.0,-4.0,-16.0,-5.0,4.0,-1.0,-8.0,13.0,-8.0,4.0,9.0,13.0,33.0,3.0,1.0,13.0
W,John McCarthy,-1.0,0.0,6.0,-5.0,14.0,-8.0,0.0,-11.0,0.0,-3.0,6.0,0.0,-2.0,1.0,-2.0,-16.0,-4.0,3.0,12.0
W,Herb Dean,1.0,1.0,-18.0,31.0,30.0,-4.0,0.0,26.0,0.0,15.0,-1.0,-14.0,6.0,20.0,24.0,33.0,8.0,-4.0,-4.0
W,Herb Dean,0.0,1.0,-14.0,14.0,20.0,-19.0,1.0,2.0,0.0,-10.0,8.0,0.0,9.0,7.0,17.0,-84.0,10.0,-11.0,9.0
W,Jerin Valel,4.0,-2.0,13.0,-46.0,88.0,31.0,29.0,20.0,0.0,34.0,45.0,32.0,-2.0,77.0,36.0,12.0,-35.0,12.0,4.0
W,Herb Dean,2.0,0.0,14.0,-5.0,50.0,15.0,2.0,12.0,1.0,52.0,1.0,-8.0,0.0,53.0,36.0,26.0,-11.0,15.0,-4.0
L,John McCarthy,-2.0,1.0,2.0,5.0,-69.0,11.0,-17.0,-37.0,-1.0,-47.0,-8.0,-7.0,-9.0,-64.0,-41.0,0.0,-7.0,-6.0,-4.0
W,Herb Dean,0.0,0.0,4.0,16.0,15.0,-11.0,-11.0,-5.0,0.0,3.0,4.0,-21.0,4.0,11.0,18.0,0.0,5.0,4.0,5.0
L,Herb Dean,2.0,0.0,0.0,-4.0,-22.0,-2.0,0.0,-8.0,0.0,-12.0,0.0,4.0,0.0,-12.0,-10.0,22.0,2.0,-2.0,0.0
L,John McCarthy,0.0,0.0,-1.0,18.0,-50.0,27.0,-17.0,-7.0,0.0,-3.0,0.0,-16.0,-23.0,-26.0,-3.0,0.0,-27.0,-6.0,0.0
W,Herb Dean,0.0,0.0,-33.0,43.0,27.0,-7.0,-2.0,17.0,0.0,10.0,4.0,-10.0,2.0,16.0,24.0,50.0,0.0,-6.0,6.0
L,Jason Herzog,0.0,2.0,-4.0,3.0,2.0,-26.0,1.0,3.0,0.0,-9.0,0.0,1.0,13.0,4.0,4.0,0.0,26.0,-1.0,0.0
L,Chris Tognoni,3.0,0.0,16.0,4.0,-12.0,8.0,-8.0,-2.0,0.0,2.0,0.0,-19.0,-3.0,-1.0,1.0,50.0,-7.0,6.0,0.0
W,Herb Dean,1.0,-1.0,-11.0,5.0,14.0,-17.0,4.0,12.0,0.0,9.0,5.0,6.0,3.0,17.0,15.0,72.0,6.0,-2.0,12.0
W,Jason Herzog,0.0,0.0,0.0,-3.0,6.0,24.0,3.0,-5.0,1.0,9.0,4.0,2.0,-1.0,12.0,9.0,-30.0,-36.0,0.0,12.0
W,Chris Tognoni,2.0,1.0,-43.0,66.0,-12.0,-10.0,-4.0,-26.0,0.0,-3.0,1.0,-23.0,0.0,-2.0,9.0,50.0,3.0,-7.0,7.0
L,Jason Herzog,-2.0,2.0,28.0,-60.0,-13.0,-32.0,13.0,21.0,0.0,13.0,3.0,32.0,7.0,23.0,1.0,-17.0,21.0,9.0,9.0
L,Leon Roberts,0.0,1.0,-16.0,-5.0,-82.0,13.0,11.0,7.0,0.0,-20.0,0.0,20.0,-21.0,-41.0,-32.0,0.0,-14.0,-20.0,0.0
W,Dan Miragliotta,2.0,0.0,6.0,10.0,72.0,-4.0,0.0,35.0,-1.0,46.0,2.0,-16.0,18.0,66.0,58.0,50.0,11.0,8.0,-7.0
W,Kevin MacDonald,1.0,0.0,0.0,-22.0,55.0,-27.0,23.0,8.0,0.0,17.0,22.0,23.0,1.0,40.0,9.0,50.0,0.0,8.0,27.0
W,Lukasz Bosacki,-2.0,1.0,3.0,-21.0,81.0,-34.0,15.0,4.0,0.0,0.0,18.0,18.0,18.0,36.0,16.0,-28.0,6.0,5.0,28.0
W,Marc Goddard,0.0,0.0,-2.0,8.0,30.0,-16.0,5.0,-1.0,0.0,24.0,0.0,-6.0,25.0,49.0,41.0,0.0,16.0,3.0,0.0
L,Rich Mitchell,0.0,0.0,2.0,-5.0,0.0,-2.0,1.0,-6.0,0.0,-2.0,0.0,2.0,1.0,-1.0,-3.0,0.0,1.0,1.0,0.0
L,Leon Roberts,0.0,0.0,3.0,-7.0,25.0,-8.0,3.0,-2.0,0.0,0.0,1.0,5.0,4.0,5.0,1.0,-40.0,5.0,1.0,3.0
W,Marc Goddard,6.0,-1.0,8.0,-29.0,32.0,-16.0,16.0,10.0,2.0,16.0,7.0,20.0,9.0,32.0,8.0,75.0,9.0,8.0,6.0
W,Lukasz Bosacki,-2.0,1.0,0.0,37.0,16.0,-67.0,5.0,50.0,0.0,5.0,15.0,-37.0,1.0,21.0,16.0,33.0,4.0,0.0,62.0
W,Dan Miragliotta,1.0,0.0,19.0,-10.0,19.0,-17.0,3.0,12.0,1.0,7.0,7.0,-8.0,0.0,14.0,5.0,50.0,0.0,6.0,18.0
W,Mark Smith,1.0,0.0,-6.0,24.0,16.0,26.0,-6.0,23.0,0.0,32.0,-1.0,-19.0,-5.0,26.0,31.0,6.0,-23.0,1.0,-4.0
W,John McCarthy,5.0,0.0,-3.0,-16.0,74.0,-9.0,6.0,6.0,0.0,-2.0,8.0,20.0,-4.0,2.0,-3.0,71.0,-16.0,-1.0,25.0
L,Mark Smith,0.0,-1.0,28.0,-20.0,-3.0,7.0,-4.0,21.0,0.0,9.0,-8.0,-8.0,5.0,6.0,-10.0,-11.0,6.0,20.0,-12.0
W,Dan Miragliotta,2.0,0.0,-37.0,26.0,-45.0,6.0,2.0,-21.0,0.0,-10.0,4.0,11.0,-9.0,-15.0,7.0,50.0,-14.0,-24.0,9.0
L,Dan Miragliotta,0.0,-2.0,17.0,-23.0,15.0,7.0,3.0,29.0,0.0,15.0,0.0,5.0,1.0,16.0,4.0,-25.0,-7.0,9.0,0.0
L,James Warring,0.0,0.0,2.0,8.0,15.0,10.0,-9.0,-19.0,0.0,1.0,0.0,-10.0,-10.0,-9.0,0.0,0.0,-10.0,0.0,0.0
L,Dan Miragliotta,-2.0,0.0,0.0,-20.0,-2.0,30.0,2.0,2.0,0.0,3.0,-8.0,21.0,4.0,-1.0,-3.0,-28.0,42.0,0.0,-71.0
W,Dan Miragliotta,-3.0,0.0,0.0,-8.0,21.0,-13.0,12.0,15.0,0.0,13.0,-2.0,9.0,25.0,36.0,22.0,-42.0,20.0,2.0,-7.0
L,Leon Roberts,-4.0,0.0,0.0,23.0,-87.0,19.0,-26.0,-17.0,0.0,-8.0,-37.0,-23.0,-18.0,-63.0,-37.0,-100.0,2.0,0.0,-21.0
W,Kevin Sataki,0.0,-1.0,-23.0,13.0,5.0,-14.0,2.0,-10.0,0.0,-8.0,5.0,10.0,-1.0,-4.0,3.0,-67.0,-2.0,-9.0,17.0
L,Marc Goddard,-1.0,-1.0,17.0,-17.0,-8.0,0.0,0.0,3.0,-1.0,1.0,-3.0,0.0,3.0,1.0,-9.0,-33.0,6.0,10.0,-6.0
L,Kevin Sataki,1.0,-1.0,-31.0,26.0,22.0,-2.0,7.0,10.0,0.0,18.0,2.0,4.0,0.0,20.0,24.0,46.0,-1.0,-11.0,3.0
L,Steve Perceval,0.0,-2.0,4.0,1.0,-121.0,-1.0,-10.0,0.0,2.0,-20.0,-59.0,-5.0,-9.0,-88.0,-79.0,-17.0,1.0,1.0,1.0
W,John Sharp,-1.0,2.0,13.0,-1.0,1.0,6.0,-4.0,-4.0,0.0,3.0,-4.0,-13.0,2.0,1.0,0.0,-16.0,6.0,5.0,-12.0
W,Greg Kleynjans,-2.0,0.0,4.0,15.0,5.0,-57.0,-6.0,-11.0,0.0,-18.0,21.0,-19.0,1.0,4.0,8.0,-22.0,2.0,2.0,55.0
W,Steve Perceval,1.0,-1.0,-4.0,13.0,-29.0,-7.0,-11.0,5.0,0.0,-18.0,4.0,-9.0,-1.0,-15.0,0.0,33.0,0.0,-4.0,6.0
L,Marc Goddard,-4.0,-1.0,3.0,2.0,4.0,-10.0,-1.0,-8.0,1.0,2.0,4.0,-5.0,2.0,8.0,7.0,-29.0,4.0,2.0,6.0
W,Greg Kleynjans,4.0,0.0,4.0,6.0,66.0,-12.0,-1.0,4.0,0.0,1.0,10.0,-9.0,-1.0,10.0,10.0,38.0,-6.0,1.0,19.0
L,Herb Dean,-1.0,-2.0,8.0,-7.0,-23.0,11.0,-2.0,-7.0,0.0,-6.0,-3.0,0.0,-7.0,-16.0,-18.0,-100.0,-8.0,4.0,-3.0
L,Yves Lavigne,-3.0,0.0,7.0,-10.0,-4.0,19.0,-1.0,-23.0,0.0,0.0,-3.0,1.0,-4.0,-7.0,-7.0,-25.0,-9.0,1.0,-10.0
W,John McCarthy,0.0,0.0,18.0,-30.0,47.0,20.0,8.0,4.0,0.0,27.0,4.0,12.0,-7.0,24.0,5.0,-75.0,-27.0,11.0,7.0
W,Herb Dean,1.0,2.0,20.0,-25.0,10.0,-6.0,3.0,7.0,0.0,4.0,12.0,5.0,-5.0,11.0,-1.0,-67.0,-17.0,9.0,23.0
L,John McCarthy,-2.0,-1.0,28.0,-26.0,-113.0,49.0,-10.0,-4.0,0.0,3.0,-44.0,-1.0,-13.0,-54.0,-51.0,-50.0,-2.0,7.0,-45.0
L,Herb Dean,-1.0,0.0,-15.0,-20.0,-15.0,16.0,1.0,-18.0,-1.0,-11.0,-2.0,35.0,-2.0,-15.0,-8.0,-100.0,-7.0,-8.0,-7.0
W,Yves Lavigne,7.0,-2.0,4.0,-15.0,161.0,-51.0,22.0,30.0,0.0,4.0,46.0,11.0,27.0,77.0,50.0,63.0,12.0,5.0,39.0
W,Chris Tognoni,2.0,0.0,-14.0,6.0,10.0,-2.0,2.0,-10.0,0.0,-8.0,1.0,8.0,-1.0,-8.0,-2.0,22.0,-1.0,-8.0,3.0
L,Neil Hall,-1.0,0.0,-19.0,52.0,5.0,8.0,-12.0,13.0,0.0,32.0,-3.0,-33.0,1.0,30.0,46.0,40.0,-1.0,-4.0,-7.0
W,0,0.0,0.0,12.0,24.0,84.0,-11.0,1.0,32.0,0.0,20.0,19.0,-37.0,10.0,49.0,37.0,4.0,-4.0,11.0,14.0
W,Leon Roberts,0.0,0.0,-33.0,52.0,-7.0,42.0,-1.0,17.0,1.0,3.0,2.0,-19.0,-4.0,1.0,4.0,25.0,-69.0,-2.0,26.0
W,Grant Waterman,4.0,0.0,-17.0,24.0,-11.0,-33.0,-1.0,-10.0,1.0,-5.0,9.0,-8.0,2.0,6.0,10.0,100.0,3.0,-3.0,29.0
L,Herb Dean,-2.0,0.0,-15.0,11.0,-20.0,29.0,0.0,7.0,0.0,3.0,-5.0,4.0,-12.0,-14.0,-3.0,-50.0,-20.0,-11.0,-8.0
L,0,-5.0,0.0,38.0,-55.0,-44.0,43.0,2.0,-15.0,0.0,0.0,-14.0,17.0,-2.0,-16.0,-24.0,-33.0,-6.0,6.0,-37.0
W,Neil Hall,1.0,0.0,14.0,16.0,24.0,-3.0,-2.0,23.0,1.0,22.0,3.0,-31.0,0.0,25.0,12.0,100.0,0.0,15.0,3.0
W,Keith Peterson,3.0,1.0,-8.0,25.0,93.0,-57.0,2.0,30.0,0.0,2.0,41.0,-17.0,6.0,49.0,44.0,66.0,3.0,3.0,54.0
W,Keith Peterson,0.0,2.0,-20.0,34.0,-51.0,18.0,-18.0,-21.0,0.0,-18.0,-13.0,-13.0,-4.0,-35.0,2.0,-52.0,-2.0,-19.0,-15.0
L,Bill Bookwalter,2.0,0.0,-15.0,7.0,-72.0,-19.0,-1.0,-14.0,-1.0,-50.0,-6.0,9.0,-5.0,-61.0,-47.0,-8.0,0.0,-13.0,18.0
L,Keith Peterson,0.0,0.0,-5.0,-1.0,-35.0,32.0,-4.0,-6.0,0.0,2.0,-16.0,6.0,-2.0,-16.0,-10.0,-23.0,7.0,-2.0,-39.0
L,James Chappell,0.0,1.0,23.0,0.0,-2.0,3.0,-13.0,12.0,0.0,0.0,-2.0,-23.0,0.0,-2.0,-1.0,50.0,0.0,12.0,-3.0
W,Bill Bookwalter,1.0,0.0,6.0,5.0,92.0,-39.0,-5.0,3.0,0.0,-20.0,36.0,-11.0,3.0,19.0,17.0,33.0,1.0,7.0,37.0
L,Chip Snider,0.0,0.0,1.0,-32.0,-41.0,-6.0,10.0,-8.0,0.0,-13.0,-2.0,31.0,-7.0,-22.0,-30.0,0.0,10.0,-2.0,-3.0
W,Herb Dean,0.0,0.0,-4.0,13.0,6.0,6.0,-3.0,4.0,0.0,8.0,0.0,-9.0,-2.0,6.0,10.0,0.0,-5.0,-1.0,0.0
W,Yves Lavigne,1.0,0.0,-27.0,14.0,77.0,-45.0,6.0,5.0,0.0,10.0,26.0,11.0,5.0,41.0,36.0,50.0,9.0,-1.0,34.0
W,Mark Smith,1.0,0.0,0.0,-8.0,14.0,7.0,1.0,13.0,0.0,1.0,12.0,7.0,0.0,13.0,12.0,100.0,0.0,0.0,-8.0
L,Herb Dean,-3.0,0.0,-14.0,4.0,-36.0,-17.0,-7.0,-2.0,0.0,-23.0,-9.0,11.0,-5.0,-37.0,-22.0,-54.0,11.0,-8.0,7.0
L,Mark Smith,0.0,3.0,14.0,-43.0,15.0,22.0,2.0,-2.0,-1.0,2.0,-1.0,28.0,1.0,2.0,-1.0,0.0,14.0,1.0,-38.0
L,Keith Peterson,0.0,-1.0,4.0,-27.0,-40.0,40.0,4.0,-14.0,0.0,5.0,-16.0,24.0,3.0,-8.0,-12.0,-80.0,20.0,0.0,-60.0
W,Gasper Oliver,0.0,0.0,20.0,-25.0,19.0,15.0,7.0,11.0,0.0,24.0,0.0,4.0,0.0,24.0,6.0,0.0,-15.0,11.0,0.0
L,Vitor Ribeiro,1.0,0.0,-6.0,9.0,-75.0,7.0,-4.0,10.0,0.0,-10.0,-4.0,-2.0,-2.0,-16.0,-7.0,20.0,-1.0,-5.0,-5.0
W,Gary Copeland,4.0,0.0,5.0,17.0,93.0,-46.0,0.0,30.0,1.0,4.0,31.0,-22.0,3.0,38.0,33.0,57.0,-13.0,5.0,57.0
L,Vitor Ribeiro,-8.0,0.0,-8.0,-7.0,-32.0,13.0,6.0,-4.0,0.0,4.0,-8.0,14.0,1.0,-3.0,-5.0,-23.0,4.0,-4.0,-16.0
W,Gary Copeland,1.0,0.0,-7.0,5.0,42.0,-16.0,11.0,18.0,0.0,24.0,2.0,2.0,12.0,38.0,22.0,33.0,13.0,5.0,2.0
L,Liam Kerrigan,0.0,-1.0,36.0,-30.0,-11.0,26.0,-3.0,3.0,0.0,11.0,-2.0,-5.0,-11.0,-2.0,-15.0,-13.0,-21.0,16.0,-4.0
W,Liam Kerrigan,2.0,1.0,-31.0,56.0,-30.0,0.0,-24.0,-16.0,0.0,-24.0,0.0,-26.0,-3.0,-27.0,24.0,28.0,0.0,-27.0,0.0
L,Herb Dean,-3.0,0.0,16.0,-28.0,8.0,-2.0,13.0,-11.0,0.0,-5.0,1.0,12.0,1.0,-3.0,-33.0,-24.0,1.0,17.0,0.0
W,Gary Forman,2.0,0.0,-34.0,9.0,33.0,-47.0,15.0,0.0,-1.0,-2.0,25.0,24.0,1.0,24.0,17.0,66.0,-2.0,-8.0,49.0
L,Herb Dean,1.0,0.0,14.0,-34.0,-21.0,14.0,0.0,-13.0,0.0,-12.0,3.0,21.0,-14.0,-23.0,-25.0,67.0,-24.0,2.0,10.0
W,Steve Rita,-1.0,3.0,4.0,13.0,15.0,-45.0,-3.0,-3.0,0.0,-11.0,20.0,-17.0,5.0,14.0,14.0,13.0,2.0,3.0,42.0
W,Gary Forman,0.0,0.0,6.0,-13.0,42.0,6.0,9.0,-1.0,-1.0,41.0,-2.0,7.0,1.0,40.0,17.0,-8.0,-2.0,14.0,-3.0
W,Herb Dean,0.0,0.0,-9.0,-11.0,37.0,15.0,15.0,26.0,1.0,30.0,0.0,19.0,7.0,37.0,19.0,-80.0,-15.0,3.0,0.0
L,Mario Yamasaki,0.0,0.0,62.0,-51.0,-7.0,5.0,-9.0,5.0,0.0,-3.0,0.0,-11.0,-4.0,-7.0,-40.0,0.0,-5.0,42.0,0.0
